id_sentence_id_term,id_sentence,id_term,term
436_6,436,6,likes
436_7,436,7,monet
437_1,437,1,john
437_2,437,2,likes
437_3,437,3,a
437_4,437,4,man
437_5,437,5,that
437_6,437,6,admires
437_7,437,7,john
438_1,438,1,john
438_2,438,2,likes
438_3,438,3,a
438_4,438,4,man
438_5,438,5,that
438_6,438,6,admires
438_7,438,7,annie
439_1,439,1,john
439_2,439,2,likes
439_3,439,3,a
439_4,439,4,man
439_5,439,5,that
439_6,439,6,admires
439_7,439,7,monet
440_1,440,1,john
440_2,440,2,likes
440_3,440,3,a
440_4,440,4,woman
440_5,440,5,that
440_6,440,6,likes
440_7,440,7,john
441_1,441,1,john
441_2,441,2,likes
441_3,441,3,a
441_4,441,4,woman
441_5,441,5,that
441_6,441,6,likes
441_7,441,7,annie
442_1,442,1,john
442_2,442,2,likes
442_3,442,3,a
442_4,442,4,woman
442_5,442,5,that
442_6,442,6,likes
442_7,442,7,monet
443_1,443,1,john
443_2,443,2,likes
443_3,443,3,a
443_4,443,4,woman
443_5,443,5,that
443_6,443,6,admires
443_7,443,7,john
444_1,444,1,john
444_2,444,2,likes
444_3,444,3,a
444_4,444,4,woman
444_5,444,5,that
444_6,444,6,admires
444_7,444,7,annie
445_1,445,1,john
445_2,445,2,likes
445_3,445,3,a
445_4,445,4,woman
445_5,445,5,that
445_6,445,6,admires
445_7,445,7,monet
446_1,446,1,john
446_2,446,2,admires
446_3,446,3,every
446_4,446,4,man
446_5,446,5,that
446_6,446,6,likes
446_7,446,7,john
447_1,447,1,john
447_2,447,2,admires
447_3,447,3,every
447_4,447,4,man
447_5,447,5,that
447_6,447,6,likes
447_7,447,7,annie
448_1,448,1,john
448_2,448,2,admires
448_3,448,3,every
448_4,448,4,man
448_5,448,5,that
448_6,448,6,likes
448_7,448,7,monet
449_1,449,1,john
449_2,449,2,admires
449_3,449,3,every
449_4,449,4,man
449_5,449,5,that
449_6,449,6,admires
449_7,449,7,john
450_1,450,1,john
450_2,450,2,admires
450_3,450,3,every
450_4,450,4,man
450_5,450,5,that
450_6,450,6,admires
450_7,450,7,annie
451_1,451,1,john
451_2,451,2,admires
451_3,451,3,every
451_4,451,4,man
451_5,451,5,that
451_6,451,6,admires
451_7,451,7,monet
452_1,452,1,john
452_2,452,2,admires
452_3,452,3,every
452_4,452,4,woman
452_5,452,5,that
452_6,452,6,likes
452_7,452,7,john
453_1,453,1,john
453_2,453,2,admires
453_3,453,3,every
453_4,453,4,woman
453_5,453,5,that
453_6,453,6,likes
453_7,453,7,annie
454_1,454,1,john
454_2,454,2,admires
454_3,454,3,every
454_4,454,4,woman
454_5,454,5,that
454_6,454,6,likes
454_7,454,7,monet
455_1,455,1,john
455_2,455,2,admires
455_3,455,3,every
455_4,455,4,woman
455_5,455,5,that
455_6,455,6,admires
455_7,455,7,john
456_1,456,1,john
456_2,456,2,admires
456_3,456,3,every
456_4,456,4,woman
456_5,456,5,that
456_6,456,6,admires
456_7,456,7,annie
457_1,457,1,john
457_2,457,2,admires
457_3,457,3,every
457_4,457,4,woman
457_5,457,5,that
457_6,457,6,admires
457_7,457,7,monet
458_1,458,1,john
458_2,458,2,admires
458_3,458,3,a
458_4,458,4,man
458_5,458,5,that
458_6,458,6,likes
458_7,458,7,john
459_1,459,1,john
459_2,459,2,admires
459_3,459,3,a
459_4,459,4,man
459_5,459,5,that
459_6,459,6,likes
459_7,459,7,annie
460_1,460,1,john
460_2,460,2,admires
460_3,460,3,a
460_4,460,4,man
460_5,460,5,that
460_6,460,6,likes
460_7,460,7,monet
461_1,461,1,john
461_2,461,2,admires
461_3,461,3,a
461_4,461,4,man
461_5,461,5,that
461_6,461,6,admires
461_7,461,7,john
462_1,462,1,john
462_2,462,2,admires
462_3,462,3,a
462_4,462,4,man
462_5,462,5,that
462_6,462,6,admires
462_7,462,7,annie
463_1,463,1,john
463_2,463,2,admires
463_3,463,3,a
463_4,463,4,man
463_5,463,5,that
463_6,463,6,admires
463_7,463,7,monet
464_1,464,1,john
464_2,464,2,admires
464_3,464,3,a
464_4,464,4,woman
464_5,464,5,that
464_6,464,6,likes
464_7,464,7,john
465_1,465,1,john
465_2,465,2,admires
465_3,465,3,a
465_4,465,4,woman
465_5,465,5,that
465_6,465,6,likes
465_7,465,7,annie
466_1,466,1,john
466_2,466,2,admires
466_3,466,3,a
466_4,466,4,woman
466_5,466,5,that
466_6,466,6,likes
466_7,466,7,monet
467_1,467,1,john
467_2,467,2,admires
467_3,467,3,a
467_4,467,4,woman
467_5,467,5,that
467_6,467,6,admires
467_7,467,7,john
468_1,468,1,john
468_2,468,2,admires
468_3,468,3,a
468_4,468,4,woman
468_5,468,5,that
468_6,468,6,admires
468_7,468,7,annie
469_1,469,1,john
469_2,469,2,admires
469_3,469,3,a
469_4,469,4,woman
469_5,469,5,that
469_6,469,6,admires
469_7,469,7,monet
470_1,470,1,annie
470_2,470,2,likes
470_3,470,3,every
470_4,470,4,man
470_5,470,5,that
470_6,470,6,likes
470_7,470,7,john
471_1,471,1,annie
471_2,471,2,likes
471_3,471,3,every
471_4,471,4,man
471_5,471,5,that
471_6,471,6,likes
471_7,471,7,annie
472_1,472,1,annie
472_2,472,2,likes
472_3,472,3,every
472_4,472,4,man
472_5,472,5,that
472_6,472,6,likes
472_7,472,7,monet
473_1,473,1,annie
473_2,473,2,likes
473_3,473,3,every
473_4,473,4,man
473_5,473,5,that
473_6,473,6,admires
473_7,473,7,john
474_1,474,1,annie
474_2,474,2,likes
474_3,474,3,every
474_4,474,4,man
474_5,474,5,that
474_6,474,6,admires
474_7,474,7,annie
475_1,475,1,annie
475_2,475,2,likes
475_3,475,3,every
475_4,475,4,man
475_5,475,5,that
475_6,475,6,admires
475_7,475,7,monet
476_1,476,1,annie
476_2,476,2,likes
476_3,476,3,every
476_4,476,4,woman
476_5,476,5,that
476_6,476,6,likes
476_7,476,7,john
477_1,477,1,annie
477_2,477,2,likes
477_3,477,3,every
477_4,477,4,woman
477_5,477,5,that
477_6,477,6,likes
477_7,477,7,annie
478_1,478,1,annie
478_2,478,2,likes
478_3,478,3,every
478_4,478,4,woman
478_5,478,5,that
478_6,478,6,likes
478_7,478,7,monet
479_1,479,1,annie
479_2,479,2,likes
479_3,479,3,every
479_4,479,4,woman
479_5,479,5,that
479_6,479,6,admires
479_7,479,7,john
480_1,480,1,annie
480_2,480,2,likes
480_3,480,3,every
480_4,480,4,woman
480_5,480,5,that
480_6,480,6,admires
480_7,480,7,annie
481_1,481,1,annie
481_2,481,2,likes
481_3,481,3,every
481_4,481,4,woman
481_5,481,5,that
481_6,481,6,admires
481_7,481,7,monet
482_1,482,1,annie
482_2,482,2,likes
482_3,482,3,a
482_4,482,4,man
482_5,482,5,that
482_6,482,6,likes
482_7,482,7,john
483_1,483,1,annie
483_2,483,2,likes
483_3,483,3,a
483_4,483,4,man
483_5,483,5,that
483_6,483,6,likes
483_7,483,7,annie
484_1,484,1,annie
484_2,484,2,likes
484_3,484,3,a
484_4,484,4,man
484_5,484,5,that
484_6,484,6,likes
484_7,484,7,monet
485_1,485,1,annie
485_2,485,2,likes
485_3,485,3,a
485_4,485,4,man
485_5,485,5,that
485_6,485,6,admires
485_7,485,7,john
486_1,486,1,annie
486_2,486,2,likes
486_3,486,3,a
486_4,486,4,man
486_5,486,5,that
486_6,486,6,admires
486_7,486,7,annie
487_1,487,1,annie
487_2,487,2,likes
487_3,487,3,a
487_4,487,4,man
487_5,487,5,that
487_6,487,6,admires
487_7,487,7,monet
488_1,488,1,annie
488_2,488,2,likes
488_3,488,3,a
488_4,488,4,woman
488_5,488,5,that
488_6,488,6,likes
488_7,488,7,john
489_1,489,1,annie
489_2,489,2,likes
489_3,489,3,a
489_4,489,4,woman
489_5,489,5,that
489_6,489,6,likes
489_7,489,7,annie
490_1,490,1,annie
490_2,490,2,likes
490_3,490,3,a
490_4,490,4,woman
490_5,490,5,that
490_6,490,6,likes
490_7,490,7,monet
491_1,491,1,annie
491_2,491,2,likes
491_3,491,3,a
491_4,491,4,woman
491_5,491,5,that
491_6,491,6,admires
491_7,491,7,john
492_1,492,1,annie
492_2,492,2,likes
492_3,492,3,a
492_4,492,4,woman
492_5,492,5,that
492_6,492,6,admires
492_7,492,7,annie
493_1,493,1,annie
493_2,493,2,likes
493_3,493,3,a
493_4,493,4,woman
493_5,493,5,that
493_6,493,6,admires
493_7,493,7,monet
494_1,494,1,annie
494_2,494,2,admires
494_3,494,3,every
494_4,494,4,man
494_5,494,5,that
494_6,494,6,likes
494_7,494,7,john
495_1,495,1,annie
495_2,495,2,admires
495_3,495,3,every
495_4,495,4,man
495_5,495,5,that
495_6,495,6,likes
495_7,495,7,annie
496_1,496,1,annie
496_2,496,2,admires
496_3,496,3,every
496_4,496,4,man
496_5,496,5,that
496_6,496,6,likes
496_7,496,7,monet
497_1,497,1,annie
497_2,497,2,admires
497_3,497,3,every
497_4,497,4,man
497_5,497,5,that
497_6,497,6,admires
497_7,497,7,john
498_1,498,1,annie
498_2,498,2,admires
498_3,498,3,every
498_4,498,4,man
498_5,498,5,that
498_6,498,6,admires
498_7,498,7,annie
499_1,499,1,annie
499_2,499,2,admires
499_3,499,3,every
499_4,499,4,man
499_5,499,5,that
499_6,499,6,admires
499_7,499,7,monet
500_1,500,1,annie
500_2,500,2,admires
500_3,500,3,every
500_4,500,4,woman
500_5,500,5,that
500_6,500,6,likes
500_7,500,7,john
501_1,501,1,annie
501_2,501,2,admires
501_3,501,3,every
501_4,501,4,woman
501_5,501,5,that
501_6,501,6,likes
501_7,501,7,annie
502_1,502,1,annie
502_2,502,2,admires
502_3,502,3,every
502_4,502,4,woman
502_5,502,5,that
502_6,502,6,likes
502_7,502,7,monet
503_1,503,1,annie
503_2,503,2,admires
503_3,503,3,every
503_4,503,4,woman
503_5,503,5,that
503_6,503,6,admires
503_7,503,7,john
504_1,504,1,annie
504_2,504,2,admires
504_3,504,3,every
504_4,504,4,woman
504_5,504,5,that
504_6,504,6,admires
504_7,504,7,annie
505_1,505,1,annie
505_2,505,2,admires
505_3,505,3,every
505_4,505,4,woman
505_5,505,5,that
505_6,505,6,admires
505_7,505,7,monet
506_1,506,1,annie
506_2,506,2,admires
506_3,506,3,a
506_4,506,4,man
506_5,506,5,that
506_6,506,6,likes
506_7,506,7,john
507_1,507,1,annie
507_2,507,2,admires
507_3,507,3,a
507_4,507,4,man
507_5,507,5,that
507_6,507,6,likes
507_7,507,7,annie
508_1,508,1,annie
508_2,508,2,admires
508_3,508,3,a
508_4,508,4,man
508_5,508,5,that
508_6,508,6,likes
508_7,508,7,monet
509_1,509,1,annie
509_2,509,2,admires
509_3,509,3,a
509_4,509,4,man
509_5,509,5,that
509_6,509,6,admires
509_7,509,7,john
510_1,510,1,annie
510_2,510,2,admires
510_3,510,3,a
510_4,510,4,man
510_5,510,5,that
510_6,510,6,admires
510_7,510,7,annie
511_1,511,1,annie
511_2,511,2,admires
511_3,511,3,a
511_4,511,4,man
511_5,511,5,that
511_6,511,6,admires
511_7,511,7,monet
512_1,512,1,annie
512_2,512,2,admires
512_3,512,3,a
512_4,512,4,woman
512_5,512,5,that
512_6,512,6,likes
512_7,512,7,john
513_1,513,1,annie
513_2,513,2,admires
513_3,513,3,a
513_4,513,4,woman
513_5,513,5,that
513_6,513,6,likes
513_7,513,7,annie
514_1,514,1,annie
514_2,514,2,admires
514_3,514,3,a
514_4,514,4,woman
514_5,514,5,that
514_6,514,6,likes
514_7,514,7,monet
515_1,515,1,annie
515_2,515,2,admires
515_3,515,3,a
515_4,515,4,woman
515_5,515,5,that
515_6,515,6,admires
515_7,515,7,john
516_1,516,1,annie
516_2,516,2,admires
516_3,516,3,a
516_4,516,4,woman
516_5,516,5,that
516_6,516,6,admires
516_7,516,7,annie
517_1,517,1,annie
517_2,517,2,admires
517_3,517,3,a
517_4,517,4,woman
517_5,517,5,that
517_6,517,6,admires
517_7,517,7,monet
518_1,518,1,monet
518_2,518,2,likes
518_3,518,3,every
518_4,518,4,man
518_5,518,5,that
518_6,518,6,likes
518_7,518,7,john
519_1,519,1,monet
519_2,519,2,likes
519_3,519,3,every
519_4,519,4,man
519_5,519,5,that
519_6,519,6,likes
519_7,519,7,annie
520_1,520,1,monet
520_2,520,2,likes
520_3,520,3,every
520_4,520,4,man
520_5,520,5,that
520_6,520,6,likes
520_7,520,7,monet
521_1,521,1,monet
521_2,521,2,likes
521_3,521,3,every
521_4,521,4,man
521_5,521,5,that
521_6,521,6,admires
521_7,521,7,john
522_1,522,1,monet
522_2,522,2,likes
522_3,522,3,every
522_4,522,4,man
522_5,522,5,that
522_6,522,6,admires
522_7,522,7,annie
523_1,523,1,monet
523_2,523,2,likes
523_3,523,3,every
523_4,523,4,man
523_5,523,5,that
523_6,523,6,admires
523_7,523,7,monet
524_1,524,1,monet
524_2,524,2,likes
524_3,524,3,every
524_4,524,4,woman
524_5,524,5,that
524_6,524,6,likes
524_7,524,7,john
525_1,525,1,monet
525_2,525,2,likes
525_3,525,3,every
525_4,525,4,woman
525_5,525,5,that
525_6,525,6,likes
525_7,525,7,annie
526_1,526,1,monet
526_2,526,2,likes
526_3,526,3,every
526_4,526,4,woman
526_5,526,5,that
526_6,526,6,likes
526_7,526,7,monet
527_1,527,1,monet
527_2,527,2,likes
527_3,527,3,every
527_4,527,4,woman
527_5,527,5,that
527_6,527,6,admires
527_7,527,7,john
528_1,528,1,monet
528_2,528,2,likes
528_3,528,3,every
528_4,528,4,woman
528_5,528,5,that
528_6,528,6,admires
528_7,528,7,annie
529_1,529,1,monet
529_2,529,2,likes
529_3,529,3,every
529_4,529,4,woman
529_5,529,5,that
529_6,529,6,admires
529_7,529,7,monet
530_1,530,1,monet
530_2,530,2,likes
530_3,530,3,a
530_4,530,4,man
530_5,530,5,that
530_6,530,6,likes
530_7,530,7,john
531_1,531,1,monet
531_2,531,2,likes
531_3,531,3,a
531_4,531,4,man
531_5,531,5,that
531_6,531,6,likes
531_7,531,7,annie
532_1,532,1,monet
532_2,532,2,likes
532_3,532,3,a
532_4,532,4,man
532_5,532,5,that
532_6,532,6,likes
532_7,532,7,monet
533_1,533,1,monet
533_2,533,2,likes
533_3,533,3,a
533_4,533,4,man
533_5,533,5,that
533_6,533,6,admires
533_7,533,7,john
534_1,534,1,monet
534_2,534,2,likes
534_3,534,3,a
534_4,534,4,man
534_5,534,5,that
534_6,534,6,admires
534_7,534,7,annie
535_1,535,1,monet
535_2,535,2,likes
535_3,535,3,a
535_4,535,4,man
535_5,535,5,that
535_6,535,6,admires
535_7,535,7,monet
536_1,536,1,monet
536_2,536,2,likes
536_3,536,3,a
536_4,536,4,woman
536_5,536,5,that
536_6,536,6,likes
536_7,536,7,john
537_1,537,1,monet
537_2,537,2,likes
537_3,537,3,a
537_4,537,4,woman
537_5,537,5,that
537_6,537,6,likes
537_7,537,7,annie
538_1,538,1,monet
538_2,538,2,likes
538_3,538,3,a
538_4,538,4,woman
538_5,538,5,that
538_6,538,6,likes
538_7,538,7,monet
539_1,539,1,monet
539_2,539,2,likes
539_3,539,3,a
539_4,539,4,woman
539_5,539,5,that
539_6,539,6,admires
539_7,539,7,john
540_1,540,1,monet
540_2,540,2,likes
540_3,540,3,a
540_4,540,4,woman
540_5,540,5,that
540_6,540,6,admires
540_7,540,7,annie
541_1,541,1,monet
541_2,541,2,likes
541_3,541,3,a
541_4,541,4,woman
541_5,541,5,that
541_6,541,6,admires
541_7,541,7,monet
542_1,542,1,monet
542_2,542,2,admires
542_3,542,3,every
542_4,542,4,man
542_5,542,5,that
542_6,542,6,likes
542_7,542,7,john
543_1,543,1,monet
543_2,543,2,admires
543_3,543,3,every
543_4,543,4,man
543_5,543,5,that
543_6,543,6,likes
543_7,543,7,annie
544_1,544,1,monet
544_2,544,2,admires
544_3,544,3,every
544_4,544,4,man
544_5,544,5,that
544_6,544,6,likes
544_7,544,7,monet
545_1,545,1,monet
545_2,545,2,admires
545_3,545,3,every
545_4,545,4,man
545_5,545,5,that
545_6,545,6,admires
545_7,545,7,john
546_1,546,1,monet
546_2,546,2,admires
546_3,546,3,every
546_4,546,4,man
546_5,546,5,that
546_6,546,6,admires
546_7,546,7,annie
547_1,547,1,monet
547_2,547,2,admires
547_3,547,3,every
547_4,547,4,man
547_5,547,5,that
547_6,547,6,admires
547_7,547,7,monet
548_1,548,1,monet
548_2,548,2,admires
548_3,548,3,every
548_4,548,4,woman
548_5,548,5,that
548_6,548,6,likes
548_7,548,7,john
549_1,549,1,monet
549_2,549,2,admires
549_3,549,3,every
549_4,549,4,woman
549_5,549,5,that
549_6,549,6,likes
549_7,549,7,annie
550_1,550,1,monet
550_2,550,2,admires
550_3,550,3,every
550_4,550,4,woman
550_5,550,5,that
550_6,550,6,likes
550_7,550,7,monet
551_1,551,1,monet
551_2,551,2,admires
551_3,551,3,every
551_4,551,4,woman
551_5,551,5,that
551_6,551,6,admires
551_7,551,7,john
552_1,552,1,monet
552_2,552,2,admires
552_3,552,3,every
552_4,552,4,woman
552_5,552,5,that
552_6,552,6,admires
552_7,552,7,annie
553_1,553,1,monet
553_2,553,2,admires
553_3,553,3,every
553_4,553,4,woman
553_5,553,5,that
553_6,553,6,admires
553_7,553,7,monet
554_1,554,1,monet
554_2,554,2,admires
554_3,554,3,a
554_4,554,4,man
554_5,554,5,that
554_6,554,6,likes
554_7,554,7,john
555_1,555,1,monet
555_2,555,2,admires
555_3,555,3,a
555_4,555,4,man
555_5,555,5,that
555_6,555,6,likes
555_7,555,7,annie
556_1,556,1,monet
556_2,556,2,admires
556_3,556,3,a
556_4,556,4,man
556_5,556,5,that
556_6,556,6,likes
556_7,556,7,monet
557_1,557,1,monet
557_2,557,2,admires
557_3,557,3,a
557_4,557,4,man
557_5,557,5,that
557_6,557,6,admires
557_7,557,7,john
558_1,558,1,monet
558_2,558,2,admires
558_3,558,3,a
558_4,558,4,man
558_5,558,5,that
558_6,558,6,admires
558_7,558,7,annie
559_1,559,1,monet
559_2,559,2,admires
559_3,559,3,a
559_4,559,4,man
559_5,559,5,that
559_6,559,6,admires
559_7,559,7,monet
560_1,560,1,monet
560_2,560,2,admires
560_3,560,3,a
560_4,560,4,woman
560_5,560,5,that
560_6,560,6,likes
560_7,560,7,john
561_1,561,1,monet
561_2,561,2,admires
561_3,561,3,a
561_4,561,4,woman
561_5,561,5,that
561_6,561,6,likes
561_7,561,7,annie
562_1,562,1,monet
562_2,562,2,admires
562_3,562,3,a
562_4,562,4,woman
562_5,562,5,that
562_6,562,6,likes
562_7,562,7,monet
563_1,563,1,monet
563_2,563,2,admires
563_3,563,3,a
563_4,563,4,woman
563_5,563,5,that
563_6,563,6,admires
563_7,563,7,john
564_1,564,1,monet
564_2,564,2,admires
564_3,564,3,a
564_4,564,4,woman
564_5,564,5,that
564_6,564,6,admires
564_7,564,7,annie
565_1,565,1,monet
565_2,565,2,admires
565_3,565,3,a
565_4,565,4,woman
565_5,565,5,that
565_6,565,6,admires
565_7,565,7,monet
566_1,566,1,admires
566_2,566,2,paints
567_1,567,1,man
567_2,567,2,paints
568_1,568,1,paints
568_2,568,2,paints
569_1,569,1,every
569_2,569,2,man
569_3,569,3,man
570_1,570,1,every
570_2,570,2,woman
570_3,570,3,man
571_1,571,1,a
571_2,571,2,man
571_3,571,3,woman
572_1,572,1,a
572_2,572,2,woman
572_3,572,3,every
573_1,573,1,likes
573_2,573,2,likes
573_3,573,3,john
574_1,574,1,paints
574_2,574,2,likes
574_3,574,3,annie
575_1,575,1,a
575_2,575,2,likes
575_3,575,3,monet
576_1,576,1,john
576_2,576,2,that
576_3,576,3,john
577_1,577,1,john
577_2,577,2,admires
577_3,577,3,paints
578_1,578,1,a
578_2,578,2,admires
578_3,578,3,monet
579_1,579,1,annie
579_2,579,2,likes
579_3,579,3,woman
580_1,580,1,a
580_2,580,2,likes
580_3,580,3,annie
581_1,581,1,annie
581_2,581,2,that
581_3,581,3,monet
582_1,582,1,likes
582_2,582,2,admires
582_3,582,3,john
583_1,583,1,annie
583_2,583,2,monet
583_3,583,3,annie
584_1,584,1,woman
584_2,584,2,admires
584_3,584,3,monet
585_1,585,1,every
585_2,585,2,likes
585_3,585,3,john
586_1,586,1,monet
586_2,586,2,likes
586_3,586,3,a
587_1,587,1,monet
587_2,587,2,that
587_3,587,3,monet
588_1,588,1,monet
588_2,588,2,john
588_3,588,3,john
589_1,589,1,monet
589_2,589,2,man
589_3,589,3,annie
590_1,590,1,monet
590_2,590,2,paints
590_3,590,3,monet
591_1,591,1,every
591_2,591,2,john
591_3,591,3,likes
591_4,591,4,john
592_1,592,1,every
592_2,592,2,every
592_3,592,3,likes
592_4,592,4,annie
593_1,593,1,every
593_2,593,2,man
593_3,593,3,woman
593_4,593,4,monet
594_1,594,1,every
594_2,594,2,man
594_3,594,3,admires
594_4,594,4,man
595_1,595,1,every
595_2,595,2,man
595_3,595,3,woman
595_4,595,4,annie
596_1,596,1,every
596_2,596,2,paints
596_3,596,3,admires
596_4,596,4,monet
597_1,597,1,every
597_2,597,2,woman
597_3,597,3,monet
597_4,597,4,john
598_1,598,1,woman
598_2,598,2,woman
598_3,598,3,likes
598_4,598,4,annie
599_1,599,1,every
599_2,599,2,woman
599_3,599,3,likes
599_4,599,4,paints
600_1,600,1,every
600_2,600,2,monet
600_3,600,3,admires
600_4,600,4,john
601_1,601,1,paints
601_2,601,2,woman
601_3,601,3,admires
601_4,601,4,annie
602_1,602,1,every
602_2,602,2,woman
602_3,602,3,woman
602_4,602,4,monet
603_1,603,1,a
603_2,603,2,man
603_3,603,3,that
603_4,603,4,john
604_1,604,1,a
604_2,604,2,man
604_3,604,3,likes
604_4,604,4,admires
605_1,605,1,a
605_2,605,2,man
605_3,605,3,annie
605_4,605,4,monet
606_1,606,1,a
606_2,606,2,paints
606_3,606,3,admires
606_4,606,4,john
607_1,607,1,a
607_2,607,2,man
607_3,607,3,paints
607_4,607,4,annie
608_1,608,1,a
608_2,608,2,man
608_3,608,3,admires
608_4,608,4,paints
609_1,609,1,a
609_2,609,2,woman
609_3,609,3,likes
609_4,609,4,paints
610_1,610,1,a
610_2,610,2,likes
610_3,610,3,likes
610_4,610,4,annie
611_1,611,1,man
611_2,611,2,woman
611_3,611,3,likes
611_4,611,4,monet
612_1,612,1,a
612_2,612,2,admires
612_3,612,3,admires
612_4,612,4,john
613_1,613,1,a
613_2,613,2,woman
613_3,613,3,admires
613_4,613,4,that
614_1,614,1,a
614_2,614,2,woman
614_3,614,3,admires
614_4,614,4,woman
615_1,615,1,john
615_2,615,2,john
615_3,615,3,every
615_4,615,4,man
616_1,616,1,that
616_2,616,2,likes
616_3,616,3,every
616_4,616,4,woman
617_1,617,1,john
617_2,617,2,likes
617_3,617,3,woman
617_4,617,4,man
618_1,618,1,john
618_2,618,2,likes
618_3,618,3,john
618_4,618,4,woman
619_1,619,1,john
619_2,619,2,admires
619_3,619,3,every
619_4,619,4,annie
620_1,620,1,john
620_2,620,2,monet
620_3,620,3,every
620_4,620,4,woman
621_1,621,1,man
621_2,621,2,admires
621_3,621,3,a
621_4,621,4,man
622_1,622,1,woman
622_2,622,2,admires
622_3,622,3,a
622_4,622,4,woman
623_1,623,1,annie
623_2,623,2,likes
623_3,623,3,every
623_4,623,4,likes
624_1,624,1,likes
624_2,624,2,likes
624_3,624,3,every
624_4,624,4,woman
625_1,625,1,annie
625_2,625,2,likes
625_3,625,3,a
625_4,625,4,admires
626_1,626,1,likes
626_2,626,2,likes
626_3,626,3,a
626_4,626,4,woman
627_1,627,1,annie
627_2,627,2,paints
627_3,627,3,every
627_4,627,4,man
628_1,628,1,a
628_2,628,2,admires
628_3,628,3,every
628_4,628,4,woman
629_1,629,1,annie
629_2,629,2,admires
629_3,629,3,monet
629_4,629,4,man
630_1,630,1,annie
630_2,630,2,admires
630_3,630,3,annie
630_4,630,4,woman
631_1,631,1,monet
631_2,631,2,likes
631_3,631,3,likes
631_4,631,4,man
632_1,632,1,monet
632_2,632,2,likes
632_3,632,3,every
632_4,632,4,a
633_1,633,1,monet
633_2,633,2,likes
633_3,633,3,monet
633_4,633,4,man
634_1,634,1,monet
634_2,634,2,likes
634_3,634,3,a
634_4,634,4,annie
635_1,635,1,likes
635_2,635,2,admires
635_3,635,3,every
635_4,635,4,man
636_1,636,1,monet
636_2,636,2,admires
636_3,636,3,every
636_4,636,4,monet
637_1,637,1,monet
637_2,637,2,admires
637_3,637,3,man
637_4,637,4,man
638_1,638,1,likes
638_2,638,2,admires
638_3,638,3,a
638_4,638,4,woman
639_1,639,1,every
639_2,639,2,man
639_3,639,3,admires
639_4,639,4,paints
639_5,639,5,paints
640_1,640,1,every
640_2,640,2,a
640_3,640,3,likes
640_4,640,4,every
640_5,640,5,man
641_1,641,1,every
641_2,641,2,paints
641_3,641,3,likes
641_4,641,4,every
641_5,641,5,woman
642_1,642,1,every
642_2,642,2,man
642_3,642,3,woman
642_4,642,4,a
642_5,642,5,man
643_1,643,1,every
643_2,643,2,man
643_3,643,3,every
643_4,643,4,a
643_5,643,5,woman
644_1,644,1,every
644_2,644,2,a
644_3,644,3,admires
644_4,644,4,every
644_5,644,5,man
645_1,645,1,every
645_2,645,2,man
645_3,645,3,paints
645_4,645,4,every
645_5,645,5,woman
646_1,646,1,every
646_2,646,2,man
646_3,646,3,admires
646_4,646,4,admires
646_5,646,5,man
647_1,647,1,every
647_2,647,2,man
647_3,647,3,admires
647_4,647,4,a
647_5,647,5,a
648_1,648,1,every
648_2,648,2,woman
648_3,648,3,monet
648_4,648,4,paints
648_5,648,5,paints
649_1,649,1,man
649_2,649,2,woman
649_3,649,3,likes
649_4,649,4,every
649_5,649,5,man
650_1,650,1,every
650_2,650,2,woman
650_3,650,3,monet
650_4,650,4,every
650_5,650,5,woman
651_1,651,1,every
651_2,651,2,woman
651_3,651,3,a
651_4,651,4,a
651_5,651,5,man
652_1,652,1,every
652_2,652,2,woman
652_3,652,3,likes
652_4,652,4,woman
652_5,652,5,woman
653_1,653,1,every
653_2,653,2,woman
653_3,653,3,admires
653_4,653,4,man
653_5,653,5,man
654_1,654,1,every
654_2,654,2,woman
654_3,654,3,admires
654_4,654,4,every
654_5,654,5,likes
655_1,655,1,every
655_2,655,2,woman
655_3,655,3,admires
655_4,655,4,paints
655_5,655,5,man
656_1,656,1,every
656_2,656,2,woman
656_3,656,3,admires
656_4,656,4,annie
656_5,656,5,woman
657_1,657,1,a
657_2,657,2,likes
657_3,657,3,that
657_4,657,4,paints
657_5,657,5,paints
658_1,658,1,a
658_2,658,2,man
658_3,658,3,likes
658_4,658,4,every
658_5,658,5,a
659_1,659,1,a
659_2,659,2,man
659_3,659,3,likes
659_4,659,4,every
659_5,659,5,annie
660_1,660,1,a
660_2,660,2,a
660_3,660,3,likes
660_4,660,4,a
660_5,660,5,man
661_1,661,1,a
661_2,661,2,man
661_3,661,3,likes
661_4,661,4,paints
661_5,661,5,woman
662_1,662,1,a
662_2,662,2,paints
662_3,662,3,admires
662_4,662,4,every
662_5,662,5,man
663_1,663,1,a
663_2,663,2,man
663_3,663,3,woman
663_4,663,4,every
663_5,663,5,woman
664_1,664,1,a
664_2,664,2,man
664_3,664,3,admires
664_4,664,4,a
664_5,664,5,admires
665_1,665,1,a
665_2,665,2,man
665_3,665,3,admires
665_4,665,4,a
665_5,665,5,monet
666_1,666,1,a
666_2,666,2,monet
666_3,666,3,that
666_4,666,4,paints
666_5,666,5,paints
667_1,667,1,a
667_2,667,2,woman
667_3,667,3,paints
667_4,667,4,every
667_5,667,5,man
668_1,668,1,a
668_2,668,2,woman
668_3,668,3,man
668_4,668,4,every
668_5,668,5,woman
669_1,669,1,a
669_2,669,2,woman
669_3,669,3,likes
669_4,669,4,admires
669_5,669,5,man
