cited_paper_id_citing_paper_id,cited_paper_id,citing_paper_id,add_numerical
12182_94713,12182,94713,106895
12182_155736,12182,155736,167918
12182_157761,12182,157761,169943
12182_219239,12182,219239,231421
12182_309476,12182,309476,321658
12182_321861,12182,321861,334043
12182_429781,12182,429781,441963
12182_1059953,12182,1059953,1072135
12182_1106418,12182,1106418,1118600
12182_1117249,12182,1117249,1129431
12182_1118764,12182,1118764,1130946
12182_1153183,12182,1153183,1165365
12194_27199,12194,27199,39393
12195_12165,12195,12165,24360
12195_38722,12195,38722,50917
12195_51180,12195,51180,63375
12195_1107319,12195,1107319,1119514
12195_1107567,12195,1107567,1119762
12195_1112099,12195,1112099,1124294
12195_1131611,12195,1131611,1143806
12195_1132285,12195,1132285,1144480
12197_68495,12197,68495,80692
12197_111866,12197,111866,124063
12197_1119471,12197,1119471,1131668
12198_164,12198,164,12362
12198_12158,12198,12158,24356
12198_12199,12198,12199,24397
12198_27612,12198,27612,39810
12198_95225,12198,95225,107423
12198_1126350,12198,1126350,1138548
12199_12247,12199,12247,24446
12199_1119471,12199,1119471,1131670
12210_4804,12210,4804,17014
12210_6125,12210,6125,18335
12210_12182,12210,12182,24392
12210_57948,12210,57948,70158
12210_67415,12210,67415,79625
12210_77515,12210,77515,89725
12210_1112574,12210,1112574,1124784
12211_12165,12211,12165,24376
12238_12165,12238,12165,24403
12238_101263,12238,101263,113501
12238_1107567,12238,1107567,1119805
12238_1112099,12238,1112099,1124337
12247_148399,12247,148399,160646
12247_1119471,12247,1119471,1131718
12330_107569,12330,107569,119899
12330_156977,12330,156977,169307
12330_213279,12330,213279,225609
12330_395553,12330,395553,407883
12330_400356,12330,400356,412686
12330_949217,12330,949217,961547
12330_1120777,12330,1120777,1133107
12330_1152490,12330,1152490,1164820
12330_1153861,12330,1153861,1166191
12337_16451,12337,16451,28788
12337_16470,12337,16470,28807
12337_16474,12337,16474,28811
12337_57764,12337,57764,70101
12337_395725,12337,395725,408062
12337_1129683,12337,1129683,1142020
12347_16451,12347,16451,28798
12347_72101,12347,72101,84448
12350_4804,12350,4804,17154
12350_6125,12350,6125,18475
12350_6539,12350,6539,18889
12350_12158,12350,12158,24508
12350_12195,12350,12195,24545
12350_12198,12350,12198,24548
12350_12210,12350,12210,24560
12350_16451,12350,16451,28801
12350_20601,12350,20601,32951
12350_20602,12350,20602,32952
12350_27612,12350,27612,39962
12350_67415,12350,67415,79765
12350_68495,12350,68495,80845
12350_101811,12350,101811,114161
12350_152227,12350,152227,164577
12350_157805,12350,157805,170155
12350_1104007,12350,1104007,1116357
12350_1107319,12350,1107319,1119669
12350_1131611,12350,1131611,1143961
12359_16451,12359,16451,28810
12359_242637,12359,242637,254996
12359_1131634,12359,1131634,1143993
12439_105057,12439,105057,117496
12439_323128,12439,323128,335567
12439_340078,12439,340078,352517
12576_8875,12576,8875,21451
12576_28290,12576,28290,40866
12576_56112,12576,56112,68688
12576_56119,12576,56119,68695
12576_56709,12576,56709,69285
12576_62718,12576,62718,75294
12576_63832,12576,63832,76408
12576_83725,12576,83725,96301
12576_127033,12576,127033,139609
12576_135130,12576,135130,147706
12576_229635,12576,229635,242211
12576_416455,12576,416455,429031
12576_574710,12576,574710,587286
12576_575795,12576,575795,588371
12576_1071981,12576,1071981,1084557
12576_1104999,12576,1104999,1117575
12576_1105221,12576,1105221,1117797
12576_1107674,12576,1107674,1120250
12576_1129573,12576,1129573,1142149
12631_6898,12631,6898,19529
12631_6910,12631,6910,19541
12631_12638,12631,12638,25269
12631_78994,12631,78994,91625
12631_662416,12631,662416,675047
12631_1123188,12631,1123188,1135819
12631_1152150,12631,1152150,1164781
12631_1154103,12631,1154103,1166734
12638_4330,12638,4330,16968
12638_6898,12638,6898,19536
12638_6910,12638,6910,19548
12638_119761,12638,119761,132399
12638_263553,12638,263553,276191
12638_662416,12638,662416,675054
12638_1123188,12638,1123188,1135826
13024_899119,13024,899119,912143
13136_160705,13136,160705,173841
13136_1118083,13136,1118083,1131219
13193_17208,13193,17208,30401
13193_755217,13193,755217,768410
13195_755217,13195,755217,768412
13195_1107312,13195,1107312,1120507
13195_1120731,13195,1120731,1133926
13205_13208,13205,13208,26413
13205_1105148,13205,1105148,1118353
13208_131318,13208,131318,144526
13208_1105148,13208,1105148,1118356
13212_13208,13212,13208,26420
13212_131318,13212,131318,144530
13212_170338,13212,170338,183550
13212_214472,13212,214472,227684
13212_358884,13212,358884,372096
13212_411005,13212,411005,424217
13212_1105148,13212,1105148,1118360
13213_131318,13213,131318,144531
13213_1152143,13213,1152143,1165356
13269_17476,13269,17476,30745
13652_13654,13652,13654,27306
13652_13656,13652,13656,27308
13652_83746,13652,83746,97398
13654_83746,13654,83746,97400
13654_119686,13654,119686,133340
13654_987188,13654,987188,1000842
13654_1115959,13654,1115959,1129613
13656_1120431,13656,1120431,1134087
13658_13656,13658,13656,27314
13658_119686,13658,119686,133344
13658_198443,13658,198443,212101
13658_294239,13658,294239,307897
13658_987188,13658,987188,1000846
13658_1115959,13658,1115959,1129617
13658_1120431,13658,1120431,1134089
13686_1272,13686,1272,14958
13686_1385,13686,1385,15071
13686_1107355,13686,1107355,1121041
13686_1120431,13686,1120431,1134117
13717_37998,13717,37998,51715
13717_38000,13717,38000,51717
13717_1110531,13717,1110531,1124248
13885_13917,13885,13917,27802
13885_31043,13885,31043,44928
13885_42847,13885,42847,56732
13885_84459,13885,84459,98344
13885_1104379,13885,1104379,1118264
13917_1120020,13917,1120020,1133937
13966_13960,13966,13960,27926
13972_20534,13972,20534,34506
13972_1126050,13972,1126050,1140022
13982_34979,13982,34979,48961
14062_33907,14062,33907,47969
14062_44368,14062,44368,58430
14062_97390,14062,97390,111452
14062_98693,14062,98693,112755
14062_141347,14062,141347,155409
14062_646836,14062,646836,660898
14062_1119708,14062,1119708,1133770
14062_1152358,14062,1152358,1166420
14062_1152421,14062,1152421,1166483
14062_1153280,14062,1153280,1167342
14062_1154459,14062,1154459,1168521
14083_1103016,14083,1103016,1117099
14090_643069,14090,643069,657159
14090_1103016,14090,1103016,1117106
14428_14429,14428,14429,28857
14428_14431,14428,14431,28859
14428_34082,14428,34082,48510
14428_73119,14428,73119,87547
14428_1103031,14428,1103031,1117459
14428_1103969,14428,1103969,1118397
14429_14431,14429,14431,28860
14429_34082,14429,34082,48511
14429_73119,14429,73119,87548
14429_1103031,14429,1103031,1117460
14429_1103969,14429,1103969,1118398
14429_1119216,14429,1119216,1133645
14430_14429,14430,14429,28859
14430_14431,14430,14431,28861
14430_34082,14430,34082,48512
14430_73119,14430,73119,87549
14430_1103031,14430,1103031,1117461
14430_1103969,14430,1103969,1118399
14430_1119216,14430,1119216,1133646
14431_1103031,14431,1103031,1117462
14529_239829,14529,239829,254358
14529_1103038,14529,1103038,1117567
14529_1114864,14529,1114864,1129393
14529_1119987,14529,1119987,1134516
14531_56167,14531,56167,70698
14531_60682,14531,60682,75213
14531_592830,14531,592830,607361
14531_1103038,14531,1103038,1117569
14531_1105932,14531,1105932,1120463
14531_1152308,14531,1152308,1166839
14545_14549,14545,14549,29094
14545_1103038,14545,1103038,1117583
14549_592830,14549,592830,607379
14549_1103038,14549,1103038,1117587
14807_264347,14807,264347,279154
14807_1111240,14807,1111240,1126047
15076_25702,15076,25702,40778
15076_708945,15076,708945,724021
15429_9513,15429,9513,24942
15429_9515,15429,9515,24944
15429_10169,15429,10169,25598
15429_10177,15429,10177,25606
15429_12197,15429,12197,27626
15429_12350,15429,12350,27779
15429_35854,15429,35854,51283
15429_41666,15429,41666,57095
15429_57948,15429,57948,73377
15429_77515,15429,77515,92944
15429_89547,15429,89547,104976
15429_175576,15429,175576,191005
15429_210309,15429,210309,225738
15429_217115,15429,217115,232544
15429_219239,15429,219239,234668
15429_1104007,15429,1104007,1119436
15429_1107572,15429,1107572,1123001
15429_1114526,15429,1114526,1129955
15429_1153160,15429,1153160,1168589
15431_35854,15431,35854,51285
15670_12558,15670,12558,28228
15889_15892,15889,15892,31781
15889_175909,15889,175909,191798
15889_221302,15889,221302,237191
15889_1110024,15889,1110024,1125913
15889_1118388,15889,1118388,1134277
15889_1152564,15889,1152564,1168453
15889_1153891,15889,1153891,1169780
15892_1116146,15892,1116146,1132038
15892_1118388,15892,1118388,1134280
15984_158098,15984,158098,174082
15984_189577,15984,189577,205561
15984_308920,15984,308920,324904
15984_714975,15984,714975,730959
15987_3192,15987,3192,19179
15987_158098,15987,158098,174085
15987_523394,15987,523394,539381
15987_653441,15987,653441,669428
15987_714289,15987,714289,730276
15987_1127530,15987,1127530,1143517
16008_3191,16008,3191,19199
16008_3192,16008,3192,19200
16008_158098,16008,158098,174106
16008_189571,16008,189571,205579
16008_189572,16008,189572,205580
16008_189577,16008,189577,205585
16008_308920,16008,308920,324928
16008_523394,16008,523394,539402
16008_642827,16008,642827,658835
16008_1105531,16008,1105531,1121539
16008_1131165,16008,1131165,1147173
16437_16470,16437,16470,32907
16437_16474,16437,16474,32911
16437_51831,16437,51831,68268
16437_152219,16437,152219,168656
16437_395725,16437,395725,412162
16437_430329,16437,430329,446766
16451_118436,16451,118436,134887
16461_1105603,16461,1105603,1122064
16470_1129621,16470,1129621,1146091
16471_16474,16471,16474,32945
16471_273949,16471,273949,290420
16471_1104787,16471,1104787,1121258
16471_1114992,16471,1114992,1131463
16471_1126044,16471,1126044,1142515
16474_16471,16474,16471,32945
16476_12359,16476,12359,28835
16476_16474,16476,16474,32950
16476_1123087,16476,1123087,1139563
16476_1129621,16476,1129621,1146097
16485_12347,16485,12347,28832
16485_105856,16485,105856,122341
16485_286500,16485,286500,302985
16485_1104787,16485,1104787,1121272
16485_1105603,16485,1105603,1122088
16485_1109891,16485,1109891,1126376
16485_1120049,16485,1120049,1136534
16485_1123087,16485,1123087,1139572
16819_126793,16819,126793,143612
16819_643003,16819,643003,659822
16819_643069,16819,643069,659888
16819_643221,16819,643221,660040
16819_644093,16819,644093,660912
16819_644334,16819,644334,661153
16819_646195,16819,646195,663014
16819_646286,16819,646286,663105
16819_1131167,16819,1131167,1147986
16819_1131236,16819,1131236,1148055
16819_1131274,16819,1131274,1148093
16819_1131312,16819,1131312,1148131
16843_643069,16843,643069,659912
16843_1152259,16843,1152259,1169102
16843_1152991,16843,1152991,1169834
17201_17208,17201,17208,34409
17201_32872,17201,32872,50073
17201_95435,17201,95435,112636
17201_184157,17201,184157,201358
17201_1107140,17201,1107140,1124341
17201_1118245,17201,1118245,1135446
17201_1126012,17201,1126012,1143213
17208_32872,17208,32872,50080
17208_95435,17208,95435,112643
17208_184157,17208,184157,201365
17208_1152633,17208,1152633,1169841
17208_1153262,17208,1153262,1170470
17242_280876,17242,280876,298118
17242_1115291,17242,1115291,1132533
17363_444191,17363,444191,461554
17476_28456,17476,28456,45932
17476_33013,17476,33013,50489
17476_170338,17476,170338,187814
17476_682666,17476,682666,700142
17476_892139,17476,892139,909615
17476_1103162,17476,1103162,1120638
17476_1105033,17476,1105033,1122509
17476_1122425,17476,1122425,1139901
17476_1129208,17476,1129208,1146684
17477_1103162,17477,1103162,1120639
17488_1103162,17488,1103162,1120650
17798_3231,17798,3231,21029
17798_39131,17798,39131,56929
17798_56167,17798,56167,73965
17798_323128,17798,323128,340926
17798_1119987,17798,1119987,1137785
17798_1152308,17798,1152308,1170106
17811_63486,17811,63486,81297
17811_1107136,17811,1107136,1124947
17821_245955,17821,245955,263776
18251_1106052,18251,1106052,1124303
18313_249421,18313,249421,267734
18532_86923,18532,86923,105455
18536_86923,18536,86923,105459
18536_424540,18536,424540,443076
18536_1106854,18536,1106854,1125390
18615_4660,18615,4660,23275
18615_582343,18615,582343,600958
18615_1000012,18615,1000012,1018627
18619_4660,18619,4660,23279
18619_18615,18619,18615,37234
18619_1153091,18619,1153091,1171710
18770_28964,18770,28964,47734
18770_531348,18770,531348,550118
18770_531351,18770,531351,550121
18773_88356,18773,88356,107129
18773_167656,18773,167656,186429
18774_73146,18774,73146,91920
18777_18774,18777,18774,37551
18777_33013,18777,33013,51790
18777_66794,18777,66794,85571
18777_73146,18777,73146,91923
18777_79817,18777,79817,98594
18777_94713,18777,94713,113490
18777_103537,18777,103537,122314
18777_116790,18777,116790,135567
18777_173863,18777,173863,192640
18777_345340,18777,345340,364117
18777_445938,18777,445938,464715
18777_510718,18777,510718,529495
18777_1112686,18777,1112686,1131463
18781_18785,18781,18785,37566
18781_86840,18781,86840,105621
18781_1108175,18781,1108175,1126956
18811_20920,18811,20920,39731
18811_1106401,18811,1106401,1125212
18811_1112686,18811,1112686,1131497
18812_20920,18812,20920,39732
18812_510715,18812,510715,529527
18815_20920,18815,20920,39735
18815_1104449,18815,1104449,1123264
18832_18833,18832,18833,37665
18832_81350,18832,81350,100182
18832_682666,18832,682666,701498
18832_1122425,18832,1122425,1141257
18834_18833,18834,18833,37667
18834_1152740,18834,1152740,1171574
18834_1152944,18834,1152944,1171778
19045_87363,19045,87363,106408
19045_593210,19045,593210,612255
19045_593328,19045,593328,612373
19045_593329,19045,593329,612374
19231_12960,19231,12960,32191
19231_18619,19231,18619,37850
19231_30934,19231,30934,50165
19231_686061,19231,686061,705292
19231_1107572,19231,1107572,1126803
19231_1153736,19231,1153736,1172967
19621_6184,19621,6184,25805
19621_7276,19621,7276,26897
19621_7297,19621,7297,26918
19621_23448,19621,23448,43069
19621_42847,19621,42847,62468
19621_49482,19621,49482,69103
19621_62347,19621,62347,81968
19621_66990,19621,66990,86611
19621_83826,19621,83826,103447
19621_123825,19621,123825,143446
19621_184918,19621,184918,204539
19621_240791,19621,240791,260412
19621_330148,19621,330148,349769
19621_628888,19621,628888,648509
19621_631052,19621,631052,650673
19621_649730,19621,649730,669351
19621_649739,19621,649739,669360
19621_684372,19621,684372,703993
19621_763009,19621,763009,782630
19621_853116,19621,853116,872737
19621_948147,19621,948147,967768
19621_948299,19621,948299,967920
19621_950052,19621,950052,969673
19621_1106287,19621,1106287,1125908
19621_1114153,19621,1114153,1133774
19621_1114442,19621,1114442,1134063
19621_1126044,19621,1126044,1145665
19621_1128846,19621,1128846,1148467
19621_1131464,19621,1131464,1151085
19621_1135082,19621,1135082,1154703
19621_1135137,19621,1135137,1154758
19697_32698,19697,32698,52395
19697_40124,19697,40124,59821
19697_95718,19697,95718,115415
19697_131318,19697,131318,151015
19697_239800,19697,239800,259497
20178_38829,20178,38829,59007
20178_64271,20178,64271,84449
20178_91853,20178,91853,112031
20179_20178,20179,20178,40357
20179_91852,20179,91852,112031
20179_91853,20179,91853,112032
20179_95188,20179,95188,115367
20180_943,20180,943,21123
20180_91853,20180,91853,112033
20193_3085,20193,3085,23278
20193_5062,20193,5062,25255
20193_30973,20193,30973,51166
20193_91853,20193,91853,112046
20193_112813,20193,112813,133006
20193_144330,20193,144330,164523
20193_395725,20193,395725,415918
20193_566488,20193,566488,586681
20193_566653,20193,566653,586846
20193_566664,20193,566664,586857
20193_1108597,20193,1108597,1128790
20193_1114777,20193,1114777,1134970
20193_1116397,20193,1116397,1136590
20193_1116839,20193,1116839,1137032
20193_1119180,20193,1119180,1139373
20193_1130653,20193,1130653,1150846
20193_1130657,20193,1130657,1150850
20193_1138091,20193,1138091,1158284
20193_1152244,20193,1152244,1172437
20193_1153877,20193,1153877,1174070
20193_1153879,20193,1153879,1174072
20193_1153889,20193,1153889,1174082
20526_1103315,20526,1103315,1123841
20526_1118092,20526,1118092,1138618
20528_1103315,20528,1103315,1123843
20528_1103676,20528,1103676,1124204
20528_1107067,20528,1107067,1127595
20534_7419,20534,7419,27953
20534_23774,20534,23774,44308
20534_70442,20534,70442,90976
20534_1103315,20534,1103315,1123849
20534_1106966,20534,1106966,1127500
20534_1107455,20534,1107455,1127989
20534_1111052,20534,1111052,1131586
20584_6311,20584,6311,26895
20584_20592,20584,20592,41176
20584_20593,20584,20593,41177
20584_235776,20584,235776,256360
20584_389715,20584,389715,410299
20584_1106849,20584,1106849,1127433
20584_1111788,20584,1111788,1132372
20584_1118823,20584,1118823,1139407
20592_20593,20592,20593,41185
20601_12158,20601,12158,32759
20601_12199,20601,12199,32800
20601_12247,20601,12247,32848
20601_20602,20601,20602,41203
20601_25805,20601,25805,46406
20601_42207,20601,42207,62808
20601_95225,20601,95225,115826
20601_124734,20601,124734,145335
20601_1108167,20601,1108167,1128768
20601_1118209,20601,1118209,1138810
20601_1121537,20601,1121537,1142138
20602_12155,20602,12155,32757
20602_12158,20602,12158,32760
20602_12199,20602,12199,32801
20602_12247,20602,12247,32849
20602_20601,20602,20601,41203
20602_42207,20602,42207,62809
20602_95225,20602,95225,115827
20602_1108167,20602,1108167,1128769
20602_1121537,20602,1121537,1142139
20821_372862,20821,372862,393683
20821_1127851,20821,1127851,1148672
20857_1127863,20857,1127863,1148720
20857_1155073,20857,1155073,1175930
20923_20924,20923,20924,41847
20923_289885,20923,289885,310808
20923_294030,20923,294030,314953
20923_1115701,20923,1115701,1136624
20923_1116530,20923,1116530,1137453
20924_289885,20924,289885,310809
20924_294030,20924,294030,314954
20924_521207,20924,521207,542131
20924_1108267,20924,1108267,1129191
20924_1113934,20924,1113934,1134858
20924_1115701,20924,1115701,1136625
20972_1116181,20972,1116181,1137153
22229_22241,22229,22241,44470
22229_144701,22229,144701,166930
22229_190697,22229,190697,212926
22229_243483,22229,243483,265712
22229_459216,22229,459216,481445
22229_593105,22229,593105,615334
22229_595193,22229,595193,617422
22229_1103383,22229,1103383,1125612
22229_1107418,22229,1107418,1129647
22229_1112911,22229,1112911,1135140
22229_1128369,22229,1128369,1150598
22241_595193,22241,595193,617434
22241_1103383,22241,1103383,1125624
22241_1107418,22241,1107418,1129659
22241_1128369,22241,1128369,1150610
22386_3932,22386,3932,26318
22386_38839,22386,38839,61225
22386_38845,22386,38845,61231
22386_38846,22386,38846,61232
22386_207395,22386,207395,229781
22386_310530,22386,310530,332916
22386_1107010,22386,1107010,1129396
22386_1128407,22386,1128407,1150793
22431_6639,22431,6639,29070
22431_49843,22431,49843,72274
22431_49844,22431,49844,72275
22431_49847,22431,49847,72278
22431_144330,22431,144330,166761
22431_1110426,22431,1110426,1132857
22563_1786,22563,1786,24349
22563_3220,22563,3220,25783
22563_6767,22563,6767,29330
22563_6771,22563,6771,29334
22563_10435,22563,10435,32998
22563_12439,22563,12439,35002
22563_13686,22563,13686,36249
22563_22564,22563,22564,45127
22563_22566,22563,22566,45129
22563_36140,22563,36140,58703
22563_63915,22563,63915,86478
22563_94229,22563,94229,116792
22563_107251,22563,107251,129814
22563_107252,22563,107252,129815
22563_389715,22563,389715,412278
22563_1103394,22563,1103394,1125957
22563_1120962,22563,1120962,1143525
22563_1121459,22563,1121459,1144022
22563_1123926,22563,1123926,1146489
22564_10435,22564,10435,32999
22564_22566,22564,22566,45130
22564_1103394,22564,1103394,1125958
22566_10435,22566,10435,33001
22566_1103394,22566,1103394,1125960
22835_39904,22835,39904,62739
22835_1110563,22835,1110563,1133398
22869_22876,22869,22876,45745
22874_22876,22874,22876,45750
22875_22876,22875,22876,45751
22875_1110947,22875,1110947,1133822
22875_1113934,22875,1113934,1136809
22883_22876,22883,22876,45759
22886_28447,22886,28447,51333
22886_1107367,22886,1107367,1130253
22886_1120444,22886,1120444,1143330
23069_23070,23069,23070,46139
23069_74700,23069,74700,97769
23070_74698,23070,74698,97768
23070_87915,23070,87915,110985
23070_134307,23070,134307,157377
23070_134316,23070,134316,157386
23070_1116044,23070,1116044,1139114
23116_40124,23116,40124,63240
23116_41666,23116,41666,64782
23116_576257,23116,576257,599373
23116_1105433,23116,1105433,1128549
23116_1111978,23116,1111978,1135094
23258_18251,23258,18251,41509
23258_168410,23258,168410,191668
23258_1106052,23258,1106052,1129310
23502_23507,23502,23507,47009
23502_184918,23502,184918,208420
23507_13717,23507,13717,37224
23507_23502,23507,23502,47009
23507_93320,23507,93320,116827
23507_152731,23507,152731,176238
23507_217852,23507,217852,241359
23507_649731,23507,649731,673238
23507_1109392,23507,1109392,1132899
23546_27230,23546,27230,50776
23738_11325,23738,11325,35063
23738_11342,23738,11342,35080
23738_22563,23738,22563,46301
23738_27249,23738,27249,50987
23738_27250,23738,27250,50988
23738_65650,23738,65650,89388
23738_73146,23738,73146,96884
23738_84020,23738,84020,107758
23738_101662,23738,101662,125400
23738_101811,23738,101811,125549
23738_189574,23738,189574,213312
23738_411092,23738,411092,434830
23738_1118764,23738,1118764,1142502
23738_1153064,23738,1153064,1176802
23738_1153148,23738,1153148,1176886
23774_7432,23774,7432,31206
23774_1106406,23774,1106406,1130180
23774_1107455,23774,1107455,1131229
24043_15076,24043,15076,39119
24043_928873,24043,928873,952916
24043_1111265,24043,1111265,1135308
24476_1103499,24476,1103499,1127975
24476_1106546,24476,1106546,1131022
24476_1153024,24476,1153024,1177500
24530_1109581,24530,1109581,1134111
24966_19697,24966,19697,44663
24966_23116,24966,23116,48082
24966_27627,24966,27627,52593
24966_40124,24966,40124,65090
24966_63549,24966,63549,88515
24966_65212,24966,65212,90178
24966_79809,24966,79809,104775
24966_92065,24966,92065,117031
24966_95719,24966,95719,120685
24966_124828,24966,124828,149794
24966_131042,24966,131042,156008
24966_131318,24966,131318,156284
24966_145134,24966,145134,170100
24966_145176,24966,145176,170142
24966_197452,24966,197452,222418
24966_202639,24966,202639,227605
24966_239800,24966,239800,264766
24966_641976,24966,641976,666942
24966_671293,24966,671293,696259
24966_1104449,24966,1104449,1129415
24966_1105344,24966,1105344,1130310
24966_1105433,24966,1105433,1130399
24966_1106370,24966,1106370,1131336
24966_1106671,24966,1106671,1131637
24966_1123576,24966,1123576,1148542
24966_1131149,24966,1131149,1156115
24966_1131267,24966,1131267,1156233
24966_1152194,24966,1152194,1177160
24966_1154042,24966,1154042,1179008
24974_6771,24974,6771,31745
24974_34315,24974,34315,59289
24974_40125,24974,40125,65099
24974_131042,24974,131042,156016
24974_1104258,24974,1104258,1129232
24974_1112723,24974,1112723,1137697
25181_25184,25181,25184,50365
25181_27174,25181,27174,52355
25181_96335,25181,96335,121516
25181_1152277,25181,1152277,1177458
25181_1152673,25181,1152673,1177854
25181_1154251,25181,1154251,1179432
25184_285675,25184,285675,310859
25184_385572,25184,385572,410756
25702_910,25702,910,26612
25702_147870,25702,147870,173572
25702_202639,25702,202639,228341
25702_675649,25702,675649,701351
25702_1108834,25702,1108834,1134536
25702_1118848,25702,1118848,1144550
25702_1136397,25702,1136397,1162099
25702_1153897,25702,1153897,1179599
25772_1997,25772,1997,27769
25772_641956,25772,641956,667728
25772_1104769,25772,1104769,1130541
25772_1105932,25772,1105932,1131704
25772_1122580,25772,1122580,1148352
25772_1126503,25772,1126503,1152275
25791_28202,25791,28202,53993
25791_45212,25791,45212,71003
25794_582343,25794,582343,608137
25805_385251,25805,385251,411056
25805_1108167,25805,1108167,1133972
25805_1110028,25805,1110028,1135833
25805_1121063,25805,1121063,1146868
26850_1114605,26850,1114605,1141455
27174_25184,27174,25184,52358
27174_35343,27174,35343,62517
27174_96335,27174,96335,123509
27174_180373,27174,180373,207547
27199_148399,27199,148399,175598
27199_248119,27199,248119,275318
27203_148399,27203,148399,175602
27203_1106418,27203,1106418,1133621
27203_1118209,27203,1118209,1145412
27230_23545,27230,23545,50775
27241_1106492,27241,1106492,1133733
27241_1116268,27241,1116268,1143509
27243_59045,27243,59045,86288
27243_1104851,27243,1104851,1132094
27246_1110390,27246,1110390,1137636
27249_8079,27249,8079,35328
27249_368431,27249,368431,395680
27510_188318,27510,188318,215828
27510_1110998,27510,1110998,1138508
27510_1128990,27510,1128990,1156500
27510_1152143,27510,1152143,1179653
27514_1152143,27514,1152143,1179657
27530_27531,27530,27531,55061
27530_66594,27530,66594,94124
27530_592826,27530,592826,620356
27530_1106630,27530,1106630,1134160
27530_1128542,27530,1128542,1156072
27531_763009,27531,763009,790540
27531_1106370,27531,1106370,1133901
27535_13686,27535,13686,41221
27535_34961,27535,34961,62496
27535_173884,27535,173884,201419
27535_308232,27535,308232,335767
27535_1112026,27535,1112026,1139561
27543_27531,27543,27531,55074
27543_1106630,27543,1106630,1134173
27543_1135125,27543,1135125,1162668
27606_111866,27606,111866,139472
27606_124734,27606,124734,152340
27606_249858,27606,249858,277464
27612_12198,27612,12198,39810
27612_1118209,27612,1118209,1145821
27623_27632,27623,27632,55255
27623_28254,27623,28254,55877
27623_75674,27623,75674,103297
27623_105899,27623,105899,133522
27623_686015,27623,686015,713638
27623_686030,27623,686030,713653
27623_686061,27623,686061,713684
27623_1104182,27623,1104182,1131805
27623_1126029,27623,1126029,1153652
27627_18619,27627,18619,46246
27627_23116,27627,23116,50743
27627_27632,27627,27632,55259
27627_28254,27627,28254,55881
27627_105899,27627,105899,133526
27627_116021,27627,116021,143648
27627_686015,27627,686015,713642
27627_686030,27627,686030,713657
27627_686061,27627,686061,713688
27631_20528,27631,20528,48159
27631_28254,27631,28254,55885
27631_55968,27631,55968,83599
27632_28254,27632,28254,55886
27895_1786,27895,1786,29681
27895_23738,27895,23738,51633
27895_105057,27895,105057,132952
27895_112378,27895,112378,140273
27895_1103676,27895,1103676,1131571
27895_1122580,27895,1122580,1150475
27895_1132706,27895,1132706,1160601
28026_5064,28026,5064,33090
28026_5069,28026,5069,33095
28202_325497,28202,325497,353699
28202_1114629,28202,1114629,1142831
28202_1128267,28202,1128267,1156469
28227_6169,28227,6169,34396
28227_20526,28227,20526,48753
28230_1108267,28230,1108267,1136497
28230_1123756,28230,1123756,1151986
28249_628668,28249,628668,656917
28249_1116347,28249,1116347,1144596
28249_1129096,28249,1129096,1157345
28254_105899,28254,105899,134153
28254_686015,28254,686015,714269
28254_686061,28254,686061,714315
28254_1118092,28254,1118092,1146346
28265_943,28265,943,29208
28265_1152436,28265,1152436,1180701
28267_1152896,28267,1152896,1181163
28278_1107312,28278,1107312,1135590
28287_1385,28287,1385,29672
28287_56709,28287,56709,84996
28287_128540,28287,128540,156827
28287_308529,28287,308529,336816
28287_387795,28287,387795,416082
28287_567005,28287,567005,595292
28287_1106547,28287,1106547,1134834
28287_1107355,28287,1107355,1135642
28290_28287,28290,28287,56577
28290_56709,28290,56709,84999
28290_63832,28290,63832,92122
28290_308529,28290,308529,336819
28290_1104999,28290,1104999,1133289
28290_1107674,28290,1107674,1135964
28336_108047,28336,108047,136383
28350_6210,28350,6210,34560
28350_6220,28350,6220,34570
28350_13193,28350,13193,41543
28350_28227,28350,28227,56577
28350_95579,28350,95579,123929
28350_241133,28350,241133,269483
28350_341188,28350,341188,369538
28350_628667,28350,628667,657017
28350_628668,28350,628668,657018
28350_1109957,28350,1109957,1138307
28350_1113459,28350,1113459,1141809
28350_1129243,28350,1129243,1157593
28359_35863,28359,35863,64222
28385_118558,28385,118558,146943
28385_1106112,28385,1106112,1134497
28385_1125895,28385,1125895,1154280
28387_1107312,28387,1107312,1135699
28389_353541,28389,353541,381930
28412_6217,28412,6217,34629
28412_6220,28412,6220,34632
28412_27631,28412,27631,56043
28412_1128430,28412,1128430,1156842
28447_194645,28447,194645,223092
28447_1107367,28447,1107367,1135814
28447_1120444,28447,1120444,1148891
28471_91975,28471,91975,120446
28485_23258,28485,23258,51743
28485_168410,28485,168410,196895
28487_128,28487,128,28615
28487_8213,28487,8213,36700
28487_95586,28487,95586,124073
28487_206259,28487,206259,234746
28487_1153056,28487,1153056,1181543
28489_6210,28489,6210,34699
28489_13193,28489,13193,41682
28491_153598,28491,153598,182089
28491_341188,28491,341188,369679
28491_782486,28491,782486,810977
28491_1152910,28491,1152910,1181401
28504_7430,28504,7430,35934
28504_95589,28504,95589,124093
28504_131315,28504,131315,159819
28504_365294,28504,365294,393798
28504_1139928,28504,1139928,1168432
28504_1153287,28504,1153287,1181791
28542_124064,28542,124064,152606
28542_206259,28542,206259,234801
28632_32260,28632,32260,60892
28640_28641,28640,28641,57281
