rating,userid_movieid,movieid,userid
4,48882,150.0,374.0
4,48883,274.0,41.0
2,48884,248.0,231.0
4,48885,222.0,375.0
4,48886,150.0,41.0
3,48887,150.0,179.0
4,48888,248.0,332.0
2,48889,100.0,375.0
5,48890,248.0,573.0
4,48891,248.0,408.0
4,48892,248.0,179.0
2,48893,248.0,95.0
4,48894,321.0,287.0
3,48895,187.0,374.0
3,48896,248.0,491.0
5,48897,213.0,287.0
3,48898,248.0,179.0
3,48899,248.0,487.0
5,48900,248.0,231.0
3,48901,258.0,118.0
2,48902,321.0,415.0
3,48903,274.0,310.0
4,48904,222.0,374.0
5,48905,248.0,135.0
4,48906,248.0,406.0
3,48907,150.0,375.0
4,48908,150.0,155.0
1,48909,150.0,212.0
4,48910,100.0,260.0
3,48911,140.0,380.0
3,48912,248.0,147.0
3,48913,248.0,394.0
5,48914,248.0,434.0
4,48915,222.0,541.0
3,48916,113.0,375.0
4,48917,248.0,491.0
4,48918,274.0,212.0
2,48919,222.0,375.0
5,48920,321.0,406.0
3,48921,150.0,375.0
2,48922,150.0,287.0
4,48923,274.0,334.0
4,48924,102.0,332.0
5,48925,222.0,385.0
3,48926,150.0,374.0
5,48927,35.0,274.0
3,48928,248.0,179.0
3,48929,248.0,394.0
4,48930,274.0,179.0
3,48931,140.0,408.0
5,48932,248.0,177.0
4,48933,222.0,464.0
4,48934,248.0,41.0
4,48935,100.0,464.0
5,48936,150.0,252.0
3,48937,150.0,231.0
4,48938,100.0,374.0
4,48939,248.0,287.0
4,48940,222.0,415.0
4,48941,248.0,375.0
1,48942,248.0,434.0
3,48943,35.0,415.0
3,48944,248.0,374.0
3,48945,150.0,191.0
4,48946,248.0,162.0
1,48947,248.0,252.0
4,48948,142.0,375.0
4,48949,142.0,375.0
5,48950,248.0,135.0
3,48951,274.0,415.0
5,48952,248.0,415.0
2,48953,248.0,162.0
4,48954,222.0,408.0
5,48955,113.0,536.0
4,48956,150.0,310.0
3,48957,248.0,212.0
4,48958,222.0,287.0
4,48959,248.0,287.0
4,48960,100.0,212.0
2,48961,150.0,381.0
5,48962,274.0,273.0
4,48963,248.0,374.0
3,48964,248.0,330.0
4,48965,274.0,267.0
4,48966,35.0,177.0
5,48967,100.0,491.0
5,48968,100.0,179.0
4,48969,248.0,536.0
2,48970,248.0,304.0
3,48971,35.0,375.0
4,48972,324.0,420.0
2,48973,100.0,252.0
4,48974,248.0,179.0
3,48975,100.0,375.0
2,48976,213.0,274.0
4,48977,150.0,231.0
5,48978,187.0,487.0
4,48979,248.0,408.0
1,48980,274.0,408.0
5,48981,100.0,420.0
3,48982,274.0,434.0
5,48983,100.0,287.0
4,48984,248.0,375.0
5,48985,275.0,375.0
3,48986,248.0,334.0
3,48987,248.0,374.0
4,48988,222.0,408.0
3,48989,187.0,408.0
5,48990,222.0,274.0
4,48991,100.0,118.0
2,48992,100.0,375.0
1,48993,248.0,375.0
1,48994,222.0,375.0
4,48995,248.0,334.0
3,48996,248.0,286.0
2,48997,248.0,408.0
4,48998,274.0,374.0
3,48999,248.0,155.0
3,49000,248.0,286.0
5,49001,258.0,135.0
4,49002,100.0,415.0
3,49003,100.0,179.0
5,49004,222.0,286.0
4,49005,100.0,304.0
3,49006,150.0,135.0
4,49007,150.0,118.0
2,49008,150.0,372.0
4,49009,35.0,434.0
4,49010,248.0,394.0
2,49011,140.0,267.0
4,49012,35.0,372.0
4,49013,150.0,223.0
5,49014,222.0,286.0
4,49015,222.0,118.0
4,49016,222.0,223.0
4,49017,150.0,408.0
3,49018,222.0,420.0
4,49019,355.0,541.0
5,49020,248.0,118.0
4,49021,248.0,372.0
4,49022,100.0,372.0
4,49023,222.0,415.0
4,49024,150.0,231.0
4,49025,100.0,41.0
3,49026,258.0,408.0
3,49027,222.0,231.0
5,49028,100.0,375.0
5,49029,222.0,415.0
3,49030,222.0,252.0
4,49031,150.0,135.0
3,49032,150.0,179.0
4,49033,113.0,406.0
2,49034,150.0,179.0
4,49035,248.0,375.0
4,49036,150.0,179.0
4,49037,248.0,415.0
5,49038,222.0,155.0
3,49039,100.0,179.0
5,49040,150.0,372.0
5,49041,248.0,95.0
4,49042,100.0,177.0
5,49043,248.0,375.0
4,49044,222.0,372.0
5,49045,113.0,41.0
4,49046,113.0,415.0
5,49047,113.0,415.0
3,49048,100.0,408.0
4,49049,100.0,286.0
1,49050,248.0,179.0
4,49051,222.0,118.0
5,49052,248.0,381.0
2,49053,248.0,408.0
2,49054,150.0,162.0
4,49055,248.0,375.0
5,49056,274.0,304.0
3,49057,222.0,260.0
3,49058,222.0,147.0
3,49059,222.0,434.0
4,49060,248.0,286.0
3,49061,222.0,487.0
5,49062,248.0,487.0
5,49063,274.0,491.0
3,49064,248.0,394.0
5,49065,274.0,375.0
5,49066,113.0,310.0
4,49067,248.0,464.0
2,49068,274.0,118.0
4,49069,248.0,135.0
4,49070,248.0,372.0
4,49071,100.0,135.0
3,49072,248.0,420.0
2,49073,248.0,310.0
4,49074,274.0,394.0
4,49075,248.0,464.0
5,49076,248.0,177.0
5,49077,222.0,177.0
5,49078,248.0,191.0
4,49079,248.0,252.0
4,49080,248.0,231.0
4,49081,274.0,408.0
1,49082,100.0,286.0
3,49083,113.0,191.0
4,49084,222.0,334.0
3,49085,248.0,179.0
3,49086,150.0,223.0
3,49087,102.0,162.0
4,49088,100.0,408.0
2,49089,150.0,394.0
4,49090,100.0,118.0
2,49091,248.0,372.0
3,49092,248.0,155.0
1,49093,100.0,260.0
3,49094,100.0,394.0
4,49095,248.0,375.0
4,49096,187.0,286.0
3,49097,248.0,434.0
4,49098,248.0,177.0
5,49099,222.0,302.0
2,49100,248.0,302.0
2,49101,222.0,406.0
3,49102,100.0,375.0
2,49103,222.0,286.0
4,49104,100.0,41.0
3,49105,100.0,385.0
2,49106,248.0,162.0
4,49107,248.0,252.0
5,49108,248.0,267.0
4,49109,150.0,415.0
1,49110,100.0,415.0
4,49111,100.0,177.0
4,49112,35.0,394.0
4,49113,222.0,487.0
5,49114,150.0,118.0
4,49115,35.0,372.0
4,49116,258.0,286.0
5,49117,113.0,334.0
4,49118,222.0,179.0
1,49119,100.0,375.0
3,49120,248.0,394.0
4,49121,222.0,179.0
4,49122,150.0,286.0
4,49123,222.0,252.0
3,49124,222.0,252.0
5,49125,248.0,372.0
4,49126,222.0,274.0
3,49127,248.0,286.0
2,49128,150.0,372.0
2,49129,274.0,408.0
3,49130,274.0,286.0
3,49131,248.0,286.0
3,49132,372.0,408.0
2,49133,100.0,286.0
4,49134,248.0,179.0
3,49135,222.0,408.0
4,49136,248.0,415.0
4,49137,150.0,286.0
1,49138,100.0,162.0
5,49139,187.0,231.0
3,49140,248.0,434.0
5,49141,35.0,332.0
4,49142,222.0,375.0
4,49143,102.0,212.0
2,49144,100.0,286.0
4,49145,113.0,286.0
5,49146,150.0,372.0
5,49147,248.0,286.0
4,49148,100.0,375.0
3,49149,100.0,408.0
4,49150,248.0,260.0
2,49151,248.0,162.0
2,49152,248.0,434.0
1,49153,150.0,177.0
5,49154,248.0,385.0
4,49155,100.0,372.0
2,49156,248.0,415.0
5,49157,222.0,541.0
5,49158,248.0,286.0
4,49159,248.0,372.0
5,49160,248.0,286.0
2,49161,100.0,334.0
5,49162,222.0,487.0
3,49163,248.0,286.0
4,49164,248.0,45.0
1,49165,100.0,223.0
4,49166,248.0,375.0
5,49167,248.0,135.0
4,49168,222.0,304.0
2,49169,113.0,334.0
4,49170,222.0,179.0
5,49171,150.0,212.0
5,49172,248.0,394.0
5,49173,150.0,177.0
3,49174,35.0,155.0
5,49175,100.0,95.0
3,49176,248.0,434.0
3,49177,222.0,332.0
5,49178,150.0,394.0
4,49179,35.0,415.0
3,49180,274.0,304.0
4,49181,274.0,231.0
3,49182,113.0,223.0
2,49183,100.0,286.0
2,49184,150.0,375.0
1,49185,248.0,118.0
3,49186,248.0,179.0
5,49187,248.0,45.0
1,49188,248.0,135.0
4,49189,248.0,118.0
3,49190,150.0,231.0
4,49191,248.0,286.0
4,49192,222.0,408.0
5,49193,142.0,415.0
3,49194,100.0,375.0
1,49195,248.0,375.0
5,49196,113.0,420.0
5,49197,100.0,162.0
4,49198,248.0,286.0
2,49199,274.0,375.0
4,49200,100.0,487.0
3,49201,248.0,394.0
4,49202,248.0,155.0
4,49203,150.0,372.0
5,49204,248.0,162.0
2,49205,248.0,252.0
4,49206,248.0,162.0
4,49207,274.0,491.0
1,49208,248.0,310.0
5,49209,222.0,286.0
1,49210,222.0,381.0
3,49211,248.0,286.0
4,49212,150.0,372.0
4,49213,150.0,118.0
5,49214,248.0,375.0
4,49215,324.0,394.0
1,49216,100.0,372.0
3,49217,222.0,135.0
5,49218,100.0,179.0
4,49219,150.0,212.0
4,49220,142.0,375.0
5,49221,248.0,286.0
4,49222,248.0,155.0
5,49223,222.0,541.0
4,49224,150.0,372.0
2,49225,274.0,372.0
5,49226,222.0,252.0
5,49227,248.0,179.0
4,49228,100.0,420.0
5,49229,113.0,394.0
3,49230,100.0,252.0
3,49231,220.0,260.0
5,49232,100.0,415.0
3,49233,222.0,135.0
3,49234,248.0,179.0
5,49235,150.0,179.0
5,49236,248.0,162.0
3,49237,187.0,304.0
4,49238,248.0,332.0
4,49239,100.0,381.0
1,49240,222.0,179.0
4,49241,35.0,394.0
3,49242,274.0,304.0
5,49243,222.0,491.0
2,49244,248.0,332.0
4,49245,187.0,155.0
5,49246,248.0,155.0
3,49247,150.0,573.0
5,49248,248.0,95.0
4,49249,222.0,491.0
5,49250,222.0,155.0
4,49251,222.0,464.0
4,49252,372.0,332.0
4,49253,150.0,162.0
2,49254,248.0,434.0
4,49255,150.0,223.0
4,49256,274.0,408.0
1,49257,248.0,252.0
5,49258,150.0,372.0
5,49259,150.0,394.0
4,49260,324.0,541.0
2,49261,100.0,372.0
4,49262,248.0,231.0
4,49263,222.0,286.0
3,49264,100.0,332.0
5,49265,142.0,381.0
5,49266,150.0,273.0
2,49267,248.0,286.0
4,49268,222.0,304.0
4,49269,248.0,267.0
3,49270,248.0,135.0
3,49271,248.0,332.0
5,49272,274.0,385.0
3,49273,100.0,372.0
1,49274,248.0,415.0
4,49275,100.0,375.0
3,49276,100.0,135.0
3,49277,248.0,372.0
3,49278,100.0,434.0
3,49279,248.0,415.0
4,49280,150.0,334.0
4,49281,274.0,223.0
4,49282,248.0,302.0
4,49283,35.0,41.0
3,49284,222.0,286.0
3,49285,150.0,334.0
5,49286,222.0,177.0
4,49287,248.0,260.0
2,49288,248.0,408.0
1,49289,100.0,381.0
4,49290,187.0,179.0
2,49291,100.0,372.0
2,49292,150.0,394.0
4,49293,213.0,231.0
2,49294,150.0,415.0
5,49295,222.0,179.0
1,49296,150.0,375.0
4,49297,35.0,252.0
5,49298,274.0,179.0
3,49299,248.0,267.0
5,49300,150.0,372.0
4,49301,248.0,385.0
4,49302,321.0,118.0
2,49303,150.0,408.0
3,49304,248.0,177.0
3,49305,222.0,155.0
4,49306,142.0,408.0
3,49307,248.0,260.0
5,49308,150.0,408.0
3,49309,150.0,118.0
1,49310,248.0,179.0
1,49311,248.0,135.0
3,49312,150.0,372.0
4,49313,100.0,334.0
2,49314,113.0,252.0
5,49315,248.0,334.0
1,49316,100.0,191.0
3,49317,150.0,394.0
3,49318,222.0,415.0
2,49319,100.0,372.0
2,49320,150.0,179.0
2,49321,248.0,385.0
3,49322,248.0,179.0
3,49323,150.0,118.0
4,49324,248.0,408.0
5,49325,222.0,179.0
4,49326,248.0,252.0
4,49327,248.0,408.0
3,49328,35.0,420.0
1,49329,100.0,385.0
3,49330,222.0,155.0
2,49331,150.0,223.0
4,49332,100.0,372.0
4,49333,222.0,135.0
3,49334,248.0,434.0
2,49335,274.0,364.0
5,49336,113.0,491.0
4,49337,102.0,162.0
4,49338,248.0,415.0
5,49339,222.0,155.0
4,49340,100.0,375.0
4,49341,248.0,372.0
4,49342,150.0,155.0
4,49343,222.0,274.0
2,49344,150.0,95.0
3,49345,100.0,408.0
3,49346,222.0,408.0
2,49347,248.0,375.0
4,49348,248.0,464.0
4,49349,113.0,364.0
3,49350,222.0,394.0
5,49351,248.0,179.0
4,49352,113.0,372.0
3,49353,150.0,372.0
4,49354,150.0,372.0
4,49355,222.0,434.0
5,49356,35.0,464.0
3,49357,248.0,375.0
3,49358,150.0,375.0
4,49359,35.0,381.0
3,49360,248.0,375.0
1,49361,150.0,302.0
4,49362,222.0,364.0
5,49363,150.0,408.0
1,49364,150.0,364.0
4,49365,150.0,135.0
5,49366,150.0,394.0
3,49367,35.0,330.0
4,49368,248.0,408.0
4,49369,150.0,394.0
1,49370,113.0,45.0
2,49371,372.0,252.0
3,49372,248.0,286.0
2,49373,222.0,375.0
4,49374,100.0,375.0
4,49375,248.0,286.0
4,49376,248.0,118.0
5,49377,150.0,260.0
3,49378,248.0,408.0
5,49379,248.0,381.0
5,49380,100.0,434.0
2,49381,274.0,381.0
2,49382,222.0,372.0
3,49383,150.0,408.0
3,49384,248.0,394.0
1,49385,248.0,212.0
4,49386,150.0,155.0
5,49387,113.0,135.0
3,49388,150.0,375.0
4,49389,248.0,162.0
3,49390,248.0,179.0
4,49391,100.0,118.0
5,49392,248.0,415.0
1,49393,100.0,415.0
3,49394,150.0,177.0
3,49395,150.0,251.0
4,49396,150.0,434.0
4,49397,248.0,375.0
4,49398,324.0,415.0
5,49399,35.0,372.0
3,49400,100.0,162.0
5,49401,142.0,375.0
3,49402,113.0,286.0
4,49403,100.0,304.0
2,49404,35.0,364.0
3,49405,150.0,394.0
4,49406,248.0,375.0
4,49407,222.0,464.0
4,49408,150.0,364.0
2,49409,248.0,135.0
4,49410,150.0,179.0
4,49411,150.0,375.0
4,49412,248.0,286.0
3,49413,248.0,408.0
4,49414,100.0,415.0
4,49415,100.0,302.0
4,49416,35.0,135.0
4,49417,150.0,286.0
4,49418,102.0,135.0
4,49419,113.0,408.0
5,49420,324.0,223.0
5,49421,222.0,375.0
5,49422,222.0,375.0
5,49423,248.0,162.0
2,49424,274.0,380.0
4,49425,100.0,375.0
3,49426,222.0,408.0
4,49427,248.0,372.0
2,49428,274.0,179.0
5,49429,35.0,408.0
4,49430,100.0,135.0
5,49431,100.0,487.0
1,49432,150.0,375.0
4,49433,150.0,491.0
2,49434,274.0,286.0
4,49435,100.0,252.0
4,49436,150.0,191.0
2,49437,248.0,45.0
3,49438,248.0,394.0
5,49439,150.0,95.0
4,49440,248.0,147.0
2,49441,100.0,155.0
3,49442,248.0,372.0
2,49443,248.0,487.0
3,49444,222.0,223.0
2,49445,113.0,372.0
1,49446,222.0,415.0
5,49447,100.0,177.0
4,49448,248.0,162.0
3,49449,248.0,179.0
4,49450,100.0,372.0
4,49451,100.0,118.0
4,49452,150.0,223.0
4,49453,100.0,375.0
4,49454,100.0,406.0
4,49455,113.0,95.0
4,49456,274.0,147.0
3,49457,248.0,302.0
5,49458,222.0,286.0
4,49459,100.0,179.0
5,49460,35.0,491.0
5,49461,248.0,408.0
4,49462,222.0,162.0
4,49463,150.0,372.0
2,49464,248.0,364.0
3,49465,248.0,408.0
4,49466,248.0,434.0
2,49467,248.0,286.0
5,49468,222.0,252.0
5,49469,248.0,260.0
4,49470,372.0,41.0
5,49471,150.0,408.0
5,49472,248.0,179.0
3,49473,100.0,372.0
5,49474,248.0,565.0
4,49475,274.0,155.0
2,49476,213.0,408.0
3,49477,248.0,541.0
5,49478,222.0,95.0
1,49479,100.0,251.0
4,49480,222.0,95.0
5,49481,100.0,372.0
5,49482,248.0,394.0
4,49483,150.0,162.0
2,49484,100.0,252.0
3,49485,274.0,487.0
4,49486,248.0,375.0
4,49487,372.0,135.0
4,49488,35.0,330.0
4,49489,274.0,364.0
4,49490,100.0,191.0
1,49491,100.0,364.0
5,49492,248.0,162.0
2,49493,142.0,286.0
3,49494,248.0,375.0
3,49495,248.0,541.0
5,49496,150.0,408.0
3,49497,150.0,310.0
3,49498,150.0,408.0
3,49499,100.0,179.0
1,49500,100.0,191.0
3,49501,248.0,375.0
4,49502,248.0,118.0
3,49503,150.0,135.0
3,49504,113.0,364.0
4,49505,113.0,118.0
4,49506,102.0,95.0
3,49507,100.0,375.0
2,49508,113.0,286.0
3,49509,100.0,252.0
2,49510,222.0,155.0
3,49511,248.0,364.0
2,49512,248.0,310.0
5,49513,113.0,541.0
3,49514,150.0,375.0
5,49515,274.0,364.0
2,49516,100.0,162.0
1,49517,248.0,179.0
4,49518,324.0,364.0
3,49519,150.0,302.0
4,49520,248.0,415.0
5,49521,100.0,135.0
4,49522,100.0,155.0
4,49523,222.0,95.0
4,49524,248.0,286.0
2,49525,150.0,375.0
3,49526,248.0,310.0
4,49527,150.0,179.0
3,49528,150.0,364.0
1,49529,113.0,415.0
5,49530,222.0,135.0
5,49531,248.0,375.0
5,49532,248.0,95.0
5,49533,187.0,406.0
1,49534,150.0,162.0
3,49535,372.0,41.0
3,49536,222.0,135.0
3,49537,150.0,408.0
5,49538,149.0,223.0
5,49539,222.0,434.0
3,49540,222.0,434.0
4,49541,149.0,252.0
5,49542,35.0,267.0
3,49543,248.0,364.0
5,49544,248.0,375.0
3,49545,100.0,179.0
2,49546,149.0,381.0
2,49547,149.0,394.0
3,49548,248.0,415.0
5,49549,321.0,375.0
4,49550,222.0,332.0
4,49551,248.0,434.0
4,49552,100.0,372.0
3,49553,213.0,372.0
5,49554,100.0,415.0
4,49555,248.0,310.0
5,49556,248.0,434.0
4,49557,149.0,415.0
3,49558,149.0,372.0
5,49559,248.0,464.0
3,49560,149.0,286.0
2,49561,100.0,372.0
2,49562,324.0,45.0
5,49563,213.0,372.0
3,49564,113.0,415.0
2,49565,113.0,415.0
2,49566,149.0,310.0
4,49567,149.0,179.0
4,49568,248.0,147.0
4,49569,222.0,251.0
1,49570,149.0,286.0
2,49571,149.0,252.0
3,49572,100.0,415.0
5,49573,213.0,286.0
5,49574,35.0,541.0
5,49575,248.0,212.0
2,49576,248.0,464.0
4,49577,100.0,491.0
4,49578,222.0,381.0
5,49579,100.0,491.0
4,49580,149.0,375.0
5,49581,113.0,415.0
2,49582,220.0,408.0
3,49583,222.0,231.0
3,49584,149.0,118.0
3,49585,274.0,372.0
5,49586,100.0,415.0
5,49587,248.0,252.0
4,49588,100.0,310.0
4,49589,113.0,375.0
4,49590,222.0,41.0
3,49591,149.0,251.0
4,49592,102.0,364.0
3,49593,248.0,541.0
3,49594,100.0,375.0
4,49595,248.0,304.0
3,49596,142.0,364.0
3,49597,149.0,45.0
1,49598,248.0,118.0
5,49599,149.0,565.0
4,49600,100.0,541.0
5,49601,187.0,408.0
4,49602,149.0,415.0
2,49603,222.0,147.0
4,49604,248.0,304.0
4,49605,222.0,332.0
3,49606,248.0,118.0
4,49607,248.0,135.0
5,49608,222.0,252.0
4,49609,149.0,179.0
4,49610,248.0,179.0
3,49611,248.0,162.0
5,49612,248.0,375.0
5,49613,248.0,408.0
5,49614,248.0,372.0
3,49615,149.0,372.0
2,49616,100.0,372.0
2,49617,100.0,375.0
5,49618,35.0,415.0
4,49619,248.0,212.0
4,49620,248.0,372.0
4,49621,222.0,372.0
2,49622,100.0,251.0
5,49623,149.0,372.0
4,49624,248.0,179.0
1,49625,222.0,372.0
5,49626,248.0,394.0
4,49627,274.0,375.0
4,49628,222.0,41.0
4,49629,248.0,95.0
4,49630,248.0,135.0
5,49631,248.0,408.0
5,49632,113.0,375.0
3,49633,248.0,177.0
5,49634,149.0,394.0
4,49635,248.0,408.0
5,49636,113.0,118.0
4,49637,35.0,372.0
5,49638,100.0,364.0
2,49639,222.0,364.0
1,49640,100.0,372.0
3,49641,100.0,375.0
5,49642,149.0,375.0
4,49643,222.0,252.0
4,49644,222.0,252.0
4,49645,149.0,45.0
4,49646,100.0,155.0
3,49647,149.0,372.0
3,49648,149.0,155.0
3,49649,100.0,372.0
3,49650,222.0,381.0
4,49651,222.0,147.0
5,49652,248.0,302.0
5,49653,321.0,286.0
5,49654,142.0,135.0
3,49655,248.0,179.0
3,49656,35.0,231.0
4,49657,248.0,135.0
3,49658,213.0,179.0
4,49659,248.0,286.0
3,49660,149.0,415.0
4,49661,248.0,286.0
4,49662,324.0,541.0
3,49663,222.0,45.0
3,49664,100.0,491.0
3,49665,222.0,375.0
2,49666,149.0,415.0
3,49667,248.0,375.0
3,49668,113.0,408.0
1,49669,149.0,45.0
4,49670,372.0,286.0
5,49671,248.0,372.0
2,49672,149.0,251.0
4,49673,187.0,332.0
5,49674,100.0,375.0
3,49675,248.0,372.0
2,49676,248.0,286.0
4,49677,248.0,364.0
2,49678,100.0,415.0
4,49679,149.0,415.0
4,49680,113.0,273.0
5,49681,149.0,179.0
4,49682,274.0,147.0
4,49683,222.0,332.0
5,49684,248.0,415.0
2,49685,142.0,415.0
3,49686,222.0,286.0
3,49687,102.0,286.0
4,49688,222.0,251.0
4,49689,113.0,155.0
4,49690,100.0,408.0
4,49691,222.0,162.0
4,49692,222.0,155.0
4,49693,248.0,364.0
1,49694,248.0,260.0
3,49695,248.0,118.0
1,49696,248.0,162.0
2,49697,248.0,394.0
4,49698,248.0,310.0
4,49699,248.0,487.0
3,49700,248.0,179.0
5,49701,100.0,394.0
3,49702,248.0,118.0
4,49703,149.0,45.0
4,49704,321.0,274.0
4,49705,220.0,541.0
4,49706,248.0,372.0
2,49707,149.0,372.0
3,49708,248.0,231.0
3,49709,248.0,408.0
2,49710,248.0,267.0
1,49711,100.0,330.0
3,49712,149.0,381.0
4,49713,100.0,118.0
4,49714,248.0,251.0
4,49715,248.0,372.0
3,49716,149.0,223.0
5,49717,248.0,408.0
1,49718,222.0,212.0
5,49719,248.0,179.0
4,49720,187.0,162.0
5,49721,100.0,118.0
2,49722,35.0,408.0
5,49723,35.0,251.0
5,49724,248.0,408.0
4,49725,274.0,118.0
5,49726,248.0,302.0
4,49727,187.0,372.0
4,49728,248.0,286.0
4,49729,222.0,286.0
3,49730,222.0,394.0
2,49731,274.0,304.0
4,49732,248.0,162.0
4,49733,248.0,375.0
2,49734,248.0,231.0
4,49735,222.0,118.0
4,49736,100.0,408.0
4,49737,248.0,155.0
4,49738,222.0,179.0
4,49739,248.0,179.0
3,49740,100.0,381.0
4,49741,248.0,179.0
5,49742,222.0,364.0
3,49743,100.0,135.0
2,49744,248.0,375.0
5,49745,142.0,372.0
4,49746,149.0,179.0
2,49747,274.0,394.0
1,49748,149.0,179.0
5,49749,222.0,375.0
4,49750,222.0,372.0
2,49751,100.0,162.0
5,49752,100.0,155.0
5,49753,274.0,260.0
3,49754,248.0,231.0
4,49755,142.0,179.0
5,49756,222.0,223.0
4,49757,222.0,491.0
5,49758,321.0,381.0
4,49759,100.0,118.0
4,49760,248.0,251.0
5,49761,248.0,155.0
4,49762,35.0,310.0
2,49763,248.0,45.0
4,49764,248.0,372.0
3,49765,149.0,179.0
3,49766,222.0,212.0
4,49767,248.0,372.0
4,49768,149.0,381.0
2,49769,222.0,372.0
4,49770,248.0,364.0
4,49771,100.0,415.0
3,49772,149.0,118.0
4,49773,100.0,372.0
4,49774,248.0,274.0
4,49775,222.0,364.0
5,49776,248.0,118.0
4,49777,248.0,408.0
3,49778,187.0,541.0
3,49779,274.0,380.0
3,49780,149.0,375.0
4,49781,149.0,179.0
3,49782,166.0,251.0
5,49783,222.0,408.0
5,49784,222.0,274.0
4,49785,149.0,135.0
4,49786,142.0,118.0
4,49787,372.0,408.0
5,49788,149.0,252.0
4,49789,248.0,372.0
5,49790,113.0,454.0
4,49791,248.0,541.0
4,49792,113.0,372.0
3,49793,248.0,286.0
3,49794,248.0,155.0
3,49795,149.0,415.0
3,49796,149.0,406.0
4,49797,248.0,135.0
5,49798,222.0,223.0
5,49799,248.0,41.0
2,49800,248.0,286.0
3,49801,213.0,179.0
5,49802,100.0,286.0
4,49803,149.0,415.0
5,49804,248.0,408.0
4,49805,248.0,375.0
2,49806,222.0,135.0
5,49807,248.0,286.0
3,49808,100.0,434.0
3,49809,142.0,155.0
5,49810,35.0,135.0
3,49811,274.0,408.0
5,49812,100.0,260.0
3,49813,113.0,364.0
3,49814,100.0,434.0
1,49815,222.0,310.0
3,49816,248.0,381.0
4,49817,35.0,286.0
5,49818,187.0,375.0
4,49819,248.0,434.0
4,49820,248.0,286.0
5,49821,222.0,415.0
4,49822,248.0,310.0
3,49823,100.0,95.0
3,49824,143.0,260.0
4,49825,248.0,45.0
5,49826,222.0,372.0
4,49827,248.0,231.0
3,49828,248.0,286.0
1,49829,100.0,372.0
1,49830,100.0,375.0
5,49831,222.0,487.0
4,49832,143.0,135.0
4,49833,248.0,408.0
4,49834,100.0,394.0
4,49835,248.0,267.0
5,49836,222.0,267.0
4,49837,248.0,252.0
5,49838,100.0,155.0
3,49839,143.0,95.0
3,49840,143.0,286.0
4,49841,100.0,375.0
5,49842,35.0,191.0
5,49843,222.0,415.0
4,49844,35.0,135.0
4,49845,248.0,177.0
5,49846,274.0,179.0
3,49847,142.0,251.0
3,49848,143.0,286.0
2,49849,187.0,286.0
1,49850,100.0,251.0
5,49851,143.0,118.0
2,49852,143.0,212.0
5,49853,248.0,162.0
5,49854,35.0,155.0
3,49855,143.0,179.0
4,49856,248.0,177.0
2,49857,248.0,302.0
3,49858,143.0,375.0
3,49859,222.0,408.0
3,49860,143.0,565.0
5,49861,222.0,162.0
4,49862,100.0,434.0
4,49863,248.0,381.0
3,49864,274.0,155.0
1,49865,143.0,364.0
5,49866,248.0,408.0
1,49867,248.0,364.0
4,49868,100.0,118.0
4,49869,35.0,434.0
2,49870,222.0,179.0
5,49871,248.0,487.0
4,49872,100.0,155.0
4,49873,248.0,332.0
5,49874,35.0,487.0
4,49875,248.0,536.0
3,49876,248.0,408.0
2,49877,222.0,223.0
2,49878,100.0,372.0
4,49879,143.0,415.0
4,49880,100.0,135.0
4,49881,143.0,310.0
4,49882,213.0,310.0
4,49883,222.0,408.0
5,49884,248.0,408.0
4,49885,35.0,302.0
4,49886,35.0,381.0
4,49887,113.0,394.0
5,49888,222.0,286.0
2,49889,222.0,381.0
3,49890,143.0,415.0
1,49891,248.0,408.0
5,49892,143.0,434.0
1,49893,100.0,394.0
3,49894,222.0,135.0
4,49895,143.0,252.0
2,49896,222.0,286.0
4,49897,100.0,415.0
3,49898,187.0,408.0
4,49899,248.0,332.0
4,49900,248.0,375.0
4,49901,35.0,394.0
4,49902,248.0,286.0
4,49903,274.0,179.0
4,49904,248.0,491.0
4,49905,35.0,155.0
4,49906,222.0,135.0
3,49907,143.0,375.0
5,49908,248.0,286.0
2,49909,143.0,372.0
4,49910,213.0,408.0
4,49911,222.0,372.0
1,49912,100.0,251.0
5,49913,222.0,135.0
3,49914,372.0,304.0
4,49915,248.0,135.0
5,49916,248.0,251.0
4,49917,248.0,372.0
3,49918,143.0,177.0
3,49919,143.0,267.0
4,49920,222.0,372.0
3,49921,143.0,491.0
1,49922,100.0,364.0
5,49923,222.0,348.0
3,49924,100.0,348.0
3,49925,143.0,381.0
2,49926,141.0,380.0
4,49927,35.0,223.0
3,49928,141.0,155.0
1,49929,324.0,332.0
3,49930,100.0,118.0
4,49931,35.0,135.0
3,49932,222.0,408.0
3,49933,248.0,372.0
4,49934,248.0,372.0
4,49935,248.0,491.0
4,49936,141.0,304.0
3,49937,100.0,372.0
1,49938,248.0,147.0
5,49939,113.0,394.0
5,49940,372.0,252.0
5,49941,141.0,364.0
4,49942,113.0,434.0
4,49943,187.0,286.0
1,49944,142.0,408.0
3,49945,222.0,147.0
4,49946,248.0,332.0
4,49947,222.0,408.0
5,49948,141.0,408.0
2,49949,248.0,491.0
2,49950,248.0,251.0
5,49951,35.0,155.0
3,49952,248.0,286.0
1,49953,100.0,348.0
3,49954,248.0,252.0
4,49955,248.0,155.0
1,49956,222.0,372.0
