cast_num,movieid_actorid,actorid,movieid
3,6384,6137.0,233.0
3,6385,5156.0,191.0
3,6386,5316.0,233.0
0,6387,5380.0,172.0
3,6388,5153.0,201.0
2,6389,5250.0,135.0
3,6390,6098.0,244.0
1,6391,5316.0,160.0
1,6392,5246.0,191.0
0,6393,5306.0,259.0
3,6394,5152.0,135.0
3,6395,5246.0,225.0
3,6396,5246.0,136.0
2,6397,5304.0,233.0
3,6398,5246.0,233.0
3,6399,5304.0,135.0
3,6400,5240.0,233.0
1,6401,5238.0,119.0
1,6402,5237.0,244.0
3,6403,5368.0,233.0
3,6404,5137.0,274.0
3,6405,5363.0,233.0
3,6406,5234.0,202.0
1,6407,5134.0,215.0
3,6408,5298.0,191.0
2,6409,5227.0,244.0
2,6410,5223.0,89.0
2,6411,6064.0,191.0
3,6412,5296.0,119.0
3,6413,5222.0,244.0
2,6414,5218.0,142.0
2,6415,5199.0,67.0
3,6416,5216.0,233.0
3,6417,5131.0,119.0
3,6418,5295.0,136.0
3,6419,5119.0,119.0
1,6420,5078.0,190.0
2,6421,5216.0,247.0
0,6422,5357.0,119.0
2,6423,5215.0,119.0
3,6424,5290.0,233.0
2,6425,5357.0,102.0
1,6426,6058.0,160.0
3,6427,5213.0,233.0
3,6428,5211.0,119.0
2,6429,5290.0,233.0
3,6430,5198.0,142.0
3,6431,5290.0,128.0
2,6432,5077.0,128.0
2,6433,5290.0,190.0
0,6434,5072.0,119.0
2,6435,5189.0,225.0
2,6436,5290.0,128.0
3,6437,5189.0,233.0
2,6438,5211.0,322.0
2,6439,5285.0,244.0
2,6440,5281.0,119.0
1,6441,5211.0,233.0
3,6442,5281.0,119.0
3,6443,5281.0,190.0
3,6444,5063.0,233.0
3,6445,5211.0,274.0
3,6446,5279.0,190.0
2,6447,5210.0,102.0
3,6448,5347.0,233.0
3,6449,5208.0,233.0
3,6450,5205.0,190.0
3,6451,5204.0,233.0
3,6452,5061.0,190.0
2,6453,5203.0,274.0
2,6454,5203.0,233.0
3,6455,5203.0,233.0
2,6456,5187.0,89.0
3,6457,5054.0,201.0
3,6458,5276.0,190.0
3,6459,5185.0,119.0
3,6460,5183.0,233.0
3,6461,5048.0,119.0
3,6462,5182.0,190.0
2,6463,5303.0,119.0
3,6464,5294.0,102.0
3,6465,5178.0,233.0
2,6466,5172.0,160.0
3,6467,5048.0,233.0
2,6468,5168.0,259.0
1,6469,5274.0,190.0
3,6470,5164.0,160.0
3,6471,5287.0,274.0
2,6472,5284.0,177.0
2,6473,5048.0,119.0
3,6474,5270.0,233.0
3,6475,5046.0,190.0
1,6476,5280.0,233.0
3,6477,5034.0,190.0
2,6478,5239.0,244.0
2,6479,5024.0,233.0
2,6480,5267.0,67.0
1,6481,5162.0,221.0
3,6482,5266.0,233.0
3,6483,5158.0,259.0
3,6484,5020.0,190.0
3,6485,5019.0,119.0
0,6486,5266.0,140.0
2,6487,5264.0,190.0
2,6488,5019.0,247.0
3,6489,5013.0,202.0
0,6490,5264.0,247.0
3,6491,5157.0,233.0
1,6492,5154.0,177.0
3,6493,5264.0,119.0
1,6494,5224.0,128.0
1,6495,5149.0,102.0
2,6496,5146.0,244.0
2,6497,5132.0,244.0
2,6498,5007.0,202.0
2,6499,5257.0,190.0
2,6500,5256.0,201.0
1,6501,5255.0,202.0
1,6502,4991.0,119.0
3,6503,5253.0,89.0
2,6504,5249.0,160.0
2,6505,4986.0,190.0
0,6506,5129.0,233.0
2,6507,5212.0,188.0
3,6508,5193.0,202.0
3,6509,5125.0,188.0
2,6510,5249.0,247.0
2,6511,5243.0,274.0
3,6512,5116.0,160.0
3,6513,5243.0,233.0
3,6514,5242.0,188.0
1,6515,5236.0,119.0
3,6516,5110.0,233.0
3,6517,5181.0,259.0
2,6518,5236.0,233.0
2,6519,5233.0,225.0
3,6520,5109.0,119.0
2,6521,5181.0,233.0
2,6522,5233.0,119.0
2,6523,5176.0,119.0
3,6524,5232.0,188.0
2,6525,5103.0,35.0
3,6526,5232.0,233.0
3,6527,4982.0,22.0
3,6528,5232.0,221.0
2,6529,5098.0,233.0
3,6530,4982.0,119.0
2,6531,5232.0,160.0
2,6532,5143.0,119.0
3,6533,5232.0,233.0
3,6534,5232.0,202.0
1,6535,5088.0,188.0
2,6536,5232.0,43.0
2,6537,5231.0,188.0
2,6538,5231.0,233.0
2,6539,5231.0,66.0
2,6540,5169.0,233.0
0,6541,5231.0,274.0
3,6542,5160.0,217.0
1,6543,5150.0,215.0
3,6544,5086.0,315.0
2,6545,5231.0,188.0
1,6546,4982.0,128.0
2,6547,5231.0,119.0
3,6548,5231.0,128.0
3,6549,5231.0,217.0
2,6550,5226.0,217.0
1,6551,4982.0,66.0
2,6552,5221.0,128.0
3,6553,5958.0,217.0
3,6554,5084.0,217.0
1,6555,5221.0,203.0
2,6556,5221.0,217.0
2,6557,5139.0,188.0
3,6558,4982.0,217.0
2,6559,4980.0,119.0
3,6560,5081.0,217.0
3,6561,5916.0,119.0
3,6562,5221.0,217.0
2,6563,5081.0,274.0
3,6564,5081.0,217.0
2,6565,4964.0,274.0
3,6566,5221.0,259.0
2,6567,5214.0,119.0
2,6568,5207.0,247.0
3,6569,5128.0,201.0
0,6570,5076.0,119.0
1,6571,5068.0,66.0
3,6572,5066.0,188.0
3,6573,5123.0,201.0
2,6574,5058.0,119.0
0,6575,4961.0,315.0
2,6576,5139.0,60.0
3,6577,5056.0,274.0
2,6578,5056.0,142.0
3,6579,4961.0,217.0
3,6580,5207.0,128.0
3,6581,4961.0,119.0
3,6582,5207.0,188.0
0,6583,5050.0,119.0
2,6584,4961.0,217.0
3,6585,5139.0,128.0
2,6586,5049.0,215.0
2,6587,4957.0,66.0
1,6588,5201.0,217.0
3,6589,4952.0,188.0
3,6590,5139.0,188.0
1,6591,5043.0,102.0
3,6592,5201.0,188.0
3,6593,4940.0,217.0
2,6594,4938.0,201.0
2,6595,5201.0,104.0
3,6596,5038.0,188.0
3,6597,5201.0,188.0
1,6598,5201.0,188.0
1,6599,5197.0,217.0
3,6600,5139.0,188.0
2,6601,5191.0,119.0
2,6602,4921.0,119.0
2,6603,5032.0,221.0
2,6604,5139.0,119.0
2,6605,5139.0,201.0
2,6606,5190.0,177.0
3,6607,5188.0,217.0
1,6608,5117.0,177.0
1,6609,5030.0,172.0
3,6610,5027.0,188.0
2,6611,5186.0,119.0
3,6612,5139.0,22.0
3,6613,5023.0,188.0
2,6614,5018.0,119.0
3,6615,5016.0,66.0
3,6616,5064.0,188.0
3,6617,5184.0,217.0
2,6618,4881.0,188.0
3,6619,5008.0,259.0
0,6620,5891.0,188.0
2,6621,5004.0,225.0
3,6622,5138.0,128.0
2,6623,5180.0,35.0
2,6624,5179.0,236.0
3,6625,4877.0,188.0
2,6626,5000.0,217.0
1,6627,4999.0,142.0
3,6628,4871.0,188.0
2,6629,4867.0,315.0
2,6630,4998.0,35.0
2,6631,5179.0,188.0
1,6632,4994.0,217.0
2,6633,4867.0,188.0
3,6634,5175.0,217.0
2,6635,5175.0,22.0
3,6636,5165.0,66.0
2,6637,4867.0,236.0
2,6638,4852.0,119.0
3,6639,4992.0,225.0
3,6640,5165.0,217.0
3,6641,5163.0,119.0
1,6642,4839.0,217.0
3,6643,5161.0,22.0
2,6644,4985.0,187.0
2,6645,5138.0,172.0
3,6646,4985.0,188.0
1,6647,5138.0,177.0
3,6648,5159.0,128.0
2,6649,4983.0,66.0
3,6650,4983.0,217.0
2,6651,5130.0,22.0
1,6652,4983.0,315.0
3,6653,4983.0,217.0
3,6654,5865.0,188.0
3,6655,5633.0,215.0
3,6656,5151.0,119.0
2,6657,5148.0,188.0
3,6658,5127.0,322.0
3,6659,4977.0,119.0
2,6660,5148.0,119.0
0,6661,4974.0,221.0
3,6662,4833.0,188.0
1,6663,5127.0,236.0
3,6664,4974.0,188.0
3,6665,5042.0,66.0
2,6666,4974.0,236.0
2,6667,5148.0,188.0
2,6668,5148.0,119.0
2,6669,4974.0,259.0
3,6670,4824.0,217.0
1,6671,4974.0,104.0
0,6672,4974.0,221.0
1,6673,4972.0,22.0
3,6674,5147.0,188.0
2,6675,5142.0,188.0
2,6676,4972.0,236.0
3,6677,4972.0,188.0
0,6678,4809.0,119.0
3,6679,5039.0,188.0
2,6680,5033.0,188.0
1,6681,4972.0,172.0
3,6682,5622.0,128.0
3,6683,5127.0,119.0
3,6684,5136.0,217.0
2,6685,5135.0,215.0
3,6686,4969.0,212.0
3,6687,4809.0,188.0
0,6688,5012.0,188.0
3,6689,4959.0,212.0
2,6690,4958.0,212.0
1,6691,5122.0,119.0
3,6692,5127.0,212.0
3,6693,4809.0,119.0
3,6694,5122.0,188.0
1,6695,4809.0,188.0
2,6696,4953.0,35.0
2,6697,5122.0,111.0
3,6698,4949.0,111.0
1,6699,5122.0,274.0
1,6700,5122.0,111.0
2,6701,5122.0,212.0
1,6702,5126.0,177.0
3,6703,5122.0,111.0
3,6704,5121.0,66.0
3,6705,4808.0,188.0
2,6706,5121.0,128.0
3,6707,5121.0,164.0
3,6708,5605.0,212.0
1,6709,5121.0,212.0
3,6710,5010.0,111.0
3,6711,4944.0,259.0
3,6712,4944.0,225.0
2,6713,5121.0,274.0
3,6714,5121.0,164.0
3,6715,5124.0,111.0
2,6716,4936.0,212.0
2,6717,4808.0,177.0
3,6718,5121.0,164.0
3,6719,4807.0,212.0
2,6720,4900.0,111.0
3,6721,4935.0,212.0
3,6722,5113.0,164.0
2,6723,4935.0,177.0
3,6724,4935.0,164.0
2,6725,4934.0,212.0
3,6726,4804.0,66.0
3,6727,4796.0,66.0
3,6728,5107.0,164.0
2,6729,5107.0,212.0
0,6730,5107.0,164.0
2,6731,4933.0,164.0
3,6732,4793.0,212.0
3,6733,4932.0,315.0
2,6734,4931.0,212.0
1,6735,5106.0,164.0
0,6736,4930.0,259.0
0,6737,4928.0,212.0
3,6738,5106.0,225.0
3,6739,4865.0,164.0
2,6740,5106.0,274.0
3,6741,5106.0,111.0
2,6742,5124.0,212.0
2,6743,5521.0,66.0
3,6744,4924.0,221.0
2,6745,5106.0,164.0
2,6746,4916.0,177.0
3,6747,5105.0,164.0
3,6748,5104.0,111.0
2,6749,4789.0,128.0
2,6750,4913.0,315.0
2,6751,5120.0,164.0
0,6752,4912.0,177.0
2,6753,5101.0,111.0
1,6754,4789.0,212.0
3,6755,5101.0,164.0
1,6756,4910.0,225.0
3,6757,4905.0,212.0
3,6758,4905.0,274.0
3,6759,4905.0,66.0
3,6760,5099.0,164.0
3,6761,5096.0,212.0
3,6762,4905.0,111.0
3,6763,4905.0,212.0
1,6764,5486.0,111.0
3,6765,5096.0,164.0
0,6766,4904.0,212.0
3,6767,5093.0,201.0
2,6768,5118.0,212.0
3,6769,4789.0,212.0
2,6770,5093.0,236.0
2,6771,4902.0,274.0
3,6772,4777.0,212.0
3,6773,5090.0,201.0
3,6774,5087.0,128.0
3,6775,4902.0,274.0
2,6776,4899.0,164.0
3,6777,4770.0,111.0
2,6778,5115.0,164.0
1,6779,5102.0,221.0
3,6780,4891.0,212.0
3,6781,5095.0,212.0
3,6782,4770.0,212.0
2,6783,4889.0,66.0
2,6784,4813.0,22.0
3,6785,4888.0,236.0
1,6786,4879.0,236.0
3,6787,5092.0,164.0
3,6788,4869.0,164.0
3,6789,4863.0,111.0
1,6790,4863.0,315.0
3,6791,4862.0,372.0
2,6792,5087.0,111.0
2,6793,5089.0,102.0
3,6794,5087.0,212.0
1,6795,5083.0,247.0
3,6796,4729.0,212.0
0,6797,4855.0,111.0
3,6798,4854.0,212.0
3,6799,4849.0,212.0
3,6800,5083.0,164.0
3,6801,5083.0,315.0
3,6802,4848.0,212.0
3,6803,4840.0,274.0
1,6804,5083.0,66.0
2,6805,5083.0,221.0
2,6806,5080.0,111.0
2,6807,5079.0,164.0
1,6808,5083.0,22.0
1,6809,5083.0,212.0
2,6810,4840.0,236.0
3,6811,5083.0,212.0
3,6812,5083.0,212.0
3,6813,5083.0,164.0
0,6814,4725.0,102.0
1,6815,4840.0,35.0
3,6816,5083.0,274.0
2,6817,4836.0,202.0
1,6818,4712.0,274.0
3,6819,5083.0,164.0
2,6820,4831.0,212.0
2,6821,4692.0,236.0
1,6822,5083.0,215.0
2,6823,4790.0,111.0
3,6824,5075.0,212.0
1,6825,4829.0,104.0
2,6826,5083.0,212.0
3,6827,4687.0,212.0
3,6828,5075.0,236.0
2,6829,5083.0,164.0
2,6830,4682.0,164.0
0,6831,4827.0,111.0
1,6832,5071.0,212.0
3,6833,4825.0,102.0
1,6834,5074.0,279.0
2,6835,4674.0,128.0
2,6836,5069.0,215.0
3,6837,5065.0,111.0
2,6838,4825.0,274.0
2,6839,5065.0,111.0
3,6840,5065.0,164.0
2,6841,5065.0,128.0
1,6842,4674.0,111.0
2,6843,5059.0,274.0
3,6844,4765.0,111.0
3,6845,4825.0,274.0
1,6846,5055.0,212.0
0,6847,5062.0,259.0
3,6848,4825.0,111.0
0,6849,4825.0,212.0
2,6850,5052.0,111.0
2,6851,4664.0,212.0
1,6852,4825.0,164.0
3,6853,5052.0,111.0
2,6854,4652.0,164.0
1,6855,4821.0,111.0
3,6856,4819.0,215.0
3,6857,5052.0,212.0
3,6858,4818.0,212.0
0,6859,5052.0,177.0
3,6860,4815.0,212.0
2,6861,5052.0,111.0
1,6862,5052.0,111.0
1,6863,5052.0,111.0
2,6864,5052.0,111.0
2,6865,4652.0,22.0
3,6866,4806.0,164.0
2,6867,5052.0,215.0
3,6868,5060.0,22.0
2,6869,5145.0,111.0
3,6870,5045.0,111.0
2,6871,4803.0,274.0
3,6872,5044.0,110.0
2,6873,4797.0,66.0
3,6874,4631.0,128.0
0,6875,5041.0,110.0
3,6876,5051.0,66.0
2,6877,5047.0,164.0
2,6878,5040.0,164.0
0,6879,5040.0,110.0
2,6880,5040.0,212.0
2,6881,5091.0,60.0
3,6882,4797.0,110.0
3,6883,4797.0,315.0
2,6884,4794.0,236.0
1,6885,5040.0,164.0
3,6886,4792.0,212.0
1,6887,5040.0,110.0
1,6888,4791.0,110.0
2,6889,5040.0,164.0
1,6890,4623.0,215.0
3,6891,5040.0,164.0
2,6892,5040.0,315.0
3,6893,4782.0,172.0
3,6894,4776.0,163.0
3,6895,5040.0,164.0
1,6896,5037.0,110.0
3,6897,4775.0,212.0
2,6898,4774.0,102.0
0,6899,5036.0,259.0
2,6900,5028.0,107.0
2,6901,4621.0,212.0
3,6902,5026.0,164.0
3,6903,4618.0,164.0
3,6904,5025.0,142.0
3,6905,4764.0,212.0
1,6906,4763.0,177.0
1,6907,4617.0,236.0
2,6908,5031.0,215.0
1,6909,4615.0,164.0
2,6910,4757.0,102.0
2,6911,5025.0,212.0
3,6912,5021.0,110.0
2,6913,5015.0,236.0
2,6914,4754.0,43.0
2,6915,5014.0,212.0
3,6916,5011.0,164.0
2,6917,5022.0,164.0
1,6918,4751.0,236.0
3,6919,5009.0,142.0
2,6920,5011.0,164.0
3,6921,4750.0,212.0
3,6922,5011.0,212.0
2,6923,4612.0,110.0
2,6924,5009.0,22.0
2,6925,4746.0,204.0
2,6926,5011.0,164.0
3,6927,5011.0,164.0
2,6928,5956.0,204.0
3,6929,5005.0,164.0
1,6930,4590.0,164.0
3,6931,4742.0,164.0
2,6932,4738.0,274.0
3,6933,4588.0,187.0
2,6934,4732.0,204.0
3,6935,4732.0,102.0
2,6936,4732.0,204.0
3,6937,4997.0,164.0
3,6938,4993.0,164.0
3,6939,4728.0,22.0
2,6940,4580.0,204.0
3,6941,4578.0,204.0
3,6942,4728.0,204.0
3,6943,4577.0,203.0
3,6944,4574.0,204.0
0,6945,4723.0,140.0
2,6946,4993.0,204.0
3,6947,5009.0,204.0
2,6948,4993.0,204.0
2,6949,4571.0,204.0
1,6950,4715.0,224.0
2,6951,5009.0,102.0
3,6952,4714.0,164.0
2,6953,4709.0,162.0
3,6954,5082.0,110.0
3,6955,4993.0,110.0
3,6956,4705.0,204.0
3,6957,4704.0,215.0
3,6958,4993.0,110.0
1,6959,4993.0,110.0
2,6960,4993.0,162.0
3,6961,4695.0,162.0
1,6962,4690.0,162.0
3,6963,4571.0,110.0
3,6964,4686.0,204.0
2,6965,4993.0,162.0
3,6966,4686.0,110.0
3,6967,4673.0,224.0
3,6968,4740.0,162.0
2,6969,4673.0,172.0
1,6970,5009.0,224.0
2,6971,4993.0,204.0
1,6972,4672.0,107.0
2,6973,4672.0,172.0
3,6974,4993.0,162.0
1,6975,4560.0,204.0
2,6976,4659.0,110.0
2,6977,4552.0,110.0
2,6978,4657.0,204.0
2,6979,4657.0,224.0
2,6980,4993.0,162.0
3,6981,4656.0,274.0
2,6982,4993.0,110.0
3,6983,4656.0,204.0
2,6984,4676.0,110.0
3,6985,4552.0,224.0
3,6986,4656.0,204.0
1,6987,4993.0,162.0
1,6988,4540.0,204.0
3,6989,4653.0,204.0
2,6990,4646.0,107.0
2,6991,4645.0,224.0
3,6992,4981.0,162.0
3,6993,4539.0,110.0
3,6994,4979.0,204.0
2,6995,5006.0,221.0
3,6996,4645.0,162.0
0,6997,4637.0,221.0
3,6998,4535.0,110.0
3,6999,4979.0,110.0
2,7000,4630.0,110.0
3,7001,4529.0,162.0
2,7002,4628.0,224.0
1,7003,4625.0,142.0
2,7004,4979.0,204.0
2,7005,4979.0,162.0
3,7006,5001.0,224.0
3,7007,4979.0,215.0
1,7008,4979.0,110.0
3,7009,4625.0,224.0
2,7010,4624.0,138.0
2,7011,4979.0,162.0
3,7012,4624.0,221.0
3,7013,4620.0,204.0
3,7014,4529.0,162.0
3,7015,4978.0,110.0
2,7016,4529.0,66.0
0,7017,4978.0,142.0
2,7018,4978.0,163.0
2,7019,4971.0,110.0
2,7020,4614.0,204.0
2,7021,4610.0,162.0
2,7022,4970.0,204.0
2,7023,4529.0,224.0
1,7024,4970.0,35.0
2,7025,4990.0,247.0
3,7026,4529.0,204.0
2,7027,4609.0,177.0
2,7028,4965.0,66.0
3,7029,4990.0,204.0
2,7030,4529.0,162.0
0,7031,4606.0,102.0
1,7032,4963.0,162.0
2,7033,4605.0,224.0
3,7034,4601.0,102.0
0,7035,4962.0,279.0
1,7036,4599.0,162.0
2,7037,4960.0,110.0
2,7038,4956.0,110.0
3,7039,4975.0,204.0
3,7040,4597.0,155.0
3,7041,4529.0,110.0
2,7042,4529.0,110.0
3,7043,4951.0,274.0
3,7044,4595.0,259.0
2,7045,4947.0,110.0
2,7046,4594.0,224.0
3,7047,4589.0,259.0
3,7048,4529.0,66.0
2,7049,4589.0,177.0
3,7050,4516.0,22.0
1,7051,4587.0,315.0
2,7052,4945.0,204.0
0,7053,4587.0,110.0
3,7054,4585.0,224.0
2,7055,4945.0,110.0
3,7056,4585.0,224.0
3,7057,4937.0,155.0
3,7058,4975.0,204.0
0,7059,4585.0,204.0
2,7060,4585.0,204.0
3,7061,4929.0,155.0
2,7062,4927.0,155.0
1,7063,4505.0,110.0
3,7064,4926.0,110.0
3,7065,4925.0,107.0
3,7066,4584.0,199.0
3,7067,4919.0,66.0
2,7068,4579.0,322.0
2,7069,4569.0,155.0
1,7070,4567.0,199.0
3,7071,4919.0,199.0
2,7072,4504.0,224.0
3,7073,4919.0,22.0
2,7074,4480.0,199.0
3,7075,4564.0,110.0
3,7076,4919.0,155.0
3,7077,4559.0,199.0
3,7078,4480.0,155.0
3,7079,4919.0,215.0
2,7080,4919.0,155.0
3,7081,4479.0,155.0
2,7082,4919.0,155.0
2,7083,4477.0,110.0
1,7084,4973.0,110.0
2,7085,4919.0,108.0
3,7086,4919.0,155.0
1,7087,4919.0,163.0
2,7088,4471.0,199.0
3,7089,4558.0,22.0
3,7090,4919.0,155.0
3,7091,4667.0,66.0
3,7092,4558.0,155.0
3,7093,4919.0,274.0
3,7094,4918.0,108.0
3,7095,4918.0,215.0
3,7096,4463.0,199.0
2,7097,4967.0,155.0
2,7098,4918.0,163.0
2,7099,4558.0,215.0
1,7100,4463.0,108.0
2,7101,4461.0,372.0
1,7102,4447.0,155.0
3,7103,4445.0,155.0
3,7104,4914.0,247.0
2,7105,4558.0,66.0
2,7106,4432.0,163.0
2,7107,4558.0,155.0
2,7108,4533.0,108.0
3,7109,4432.0,215.0
2,7110,4914.0,155.0
3,7111,4911.0,155.0
3,7112,4908.0,108.0
3,7113,4558.0,215.0
0,7114,4898.0,102.0
3,7115,4432.0,163.0
3,7116,4547.0,142.0
2,7117,4897.0,35.0
0,7118,4897.0,108.0
2,7119,4604.0,108.0
2,7120,4547.0,224.0
3,7121,4897.0,155.0
3,7122,4897.0,22.0
2,7123,4967.0,102.0
3,7124,4897.0,315.0
2,7125,4896.0,22.0
3,7126,4414.0,199.0
3,7127,4547.0,199.0
3,7128,4547.0,155.0
3,7129,4545.0,108.0
3,7130,4967.0,199.0
3,7131,4895.0,224.0
3,7132,4966.0,163.0
1,7133,4414.0,108.0
2,7134,4545.0,199.0
2,7135,4545.0,199.0
3,7136,4893.0,199.0
3,7137,4890.0,199.0
2,7138,4955.0,155.0
2,7139,4890.0,108.0
1,7140,4545.0,35.0
3,7141,4884.0,274.0
2,7142,4883.0,108.0
3,7143,4407.0,108.0
2,7144,4880.0,155.0
3,7145,4537.0,215.0
2,7146,4878.0,199.0
3,7147,4870.0,224.0
3,7148,4868.0,199.0
0,7149,4532.0,259.0
2,7150,4407.0,108.0
3,7151,4406.0,215.0
3,7152,4406.0,155.0
3,7153,4394.0,274.0
3,7154,4389.0,199.0
2,7155,4591.0,155.0
0,7156,4868.0,108.0
1,7157,4948.0,221.0
2,7158,4387.0,155.0
3,7159,4858.0,107.0
2,7160,4858.0,108.0
2,7161,4943.0,274.0
2,7162,4942.0,155.0
0,7163,4527.0,247.0
3,7164,4383.0,108.0
0,7165,4858.0,155.0
3,7166,4524.0,221.0
3,7167,4523.0,199.0
1,7168,4383.0,22.0
2,7169,4920.0,177.0
1,7170,4519.0,108.0
3,7171,4857.0,108.0
3,7172,4856.0,107.0
3,7173,4850.0,221.0
1,7174,4847.0,107.0
3,7175,4519.0,274.0
3,7176,4519.0,274.0
3,7177,4845.0,155.0
3,7178,4844.0,199.0
2,7179,4518.0,107.0
3,7180,4518.0,199.0
3,7181,4915.0,199.0
1,7182,4506.0,107.0
2,7183,4842.0,108.0
1,7184,4518.0,199.0
3,7185,4382.0,199.0
1,7186,4379.0,199.0
3,7187,4909.0,22.0
1,7188,4513.0,155.0
2,7189,4841.0,22.0
2,7190,4874.0,199.0
3,7191,4510.0,155.0
3,7192,4873.0,102.0
2,7193,4510.0,224.0
3,7194,4866.0,372.0
2,7195,4841.0,107.0
2,7196,4499.0,199.0
3,7197,4861.0,107.0
1,7198,4374.0,163.0
2,7199,4367.0,108.0
2,7200,4498.0,35.0
2,7201,4498.0,108.0
2,7202,4835.0,108.0
2,7203,4498.0,274.0
3,7204,4362.0,155.0
1,7205,4832.0,155.0
1,7206,4830.0,108.0
1,7207,4814.0,215.0
3,7208,4496.0,353.0
2,7209,4814.0,108.0
0,7210,8789.0,216.0
1,7211,4487.0,165.0
1,7212,4496.0,216.0
3,7213,4861.0,199.0
3,7214,4496.0,199.0
3,7215,4360.0,155.0
2,7216,4814.0,107.0
2,7217,4456.0,108.0
2,7218,4810.0,155.0
3,7219,4356.0,274.0
1,7220,4494.0,108.0
3,7221,4802.0,22.0
1,7222,4494.0,274.0
2,7223,4353.0,155.0
3,7224,4800.0,108.0
3,7225,4795.0,22.0
2,7226,4860.0,155.0
0,7227,4860.0,66.0
3,7228,4494.0,153.0
3,7229,4795.0,153.0
3,7230,4353.0,199.0
2,7231,4350.0,22.0
3,7232,4494.0,199.0
2,7233,4788.0,153.0
2,7234,4786.0,108.0
3,7235,4347.0,274.0
3,7236,4490.0,199.0
3,7237,4786.0,108.0
1,7238,4785.0,259.0
2,7239,4481.0,102.0
2,7240,4346.0,153.0
2,7241,4481.0,224.0
2,7242,4478.0,274.0
3,7243,4467.0,224.0
3,7244,4784.0,66.0
3,7245,4467.0,199.0
2,7246,4784.0,108.0
2,7247,4466.0,108.0
2,7248,4784.0,108.0
2,7249,4784.0,153.0
2,7250,5035.0,108.0
1,7251,4860.0,66.0
1,7252,4342.0,108.0
2,7253,4784.0,22.0
0,7254,4328.0,315.0
3,7255,4784.0,153.0
2,7256,4326.0,35.0
0,7257,4458.0,221.0
2,7258,4784.0,199.0
2,7259,4457.0,224.0
3,7260,4448.0,108.0
1,7261,4448.0,165.0
3,7262,4780.0,153.0
3,7263,4771.0,153.0
3,7264,4768.0,107.0
2,7265,4768.0,199.0
2,7266,4768.0,153.0
2,7267,4768.0,108.0
3,7268,4768.0,199.0
1,7269,4768.0,224.0
2,7270,4326.0,199.0
3,7271,4758.0,199.0
3,7272,4455.0,274.0
3,7273,4859.0,224.0
1,7274,4846.0,221.0
3,7275,4838.0,153.0
1,7276,4440.0,165.0
3,7277,4437.0,108.0
3,7278,4838.0,199.0
3,7279,4758.0,224.0
3,7280,4828.0,22.0
3,7281,4755.0,22.0
3,7282,4434.0,224.0
1,7283,4326.0,199.0
3,7284,4828.0,153.0
3,7285,4752.0,199.0
3,7286,4426.0,199.0
2,7287,4749.0,108.0
2,7288,4425.0,224.0
3,7289,4744.0,153.0
2,7290,4743.0,199.0
2,7291,4312.0,215.0
2,7292,4422.0,22.0
3,7293,4828.0,199.0
3,7294,4828.0,153.0
3,7295,4287.0,199.0
3,7296,4743.0,108.0
3,7297,4420.0,108.0
3,7298,4418.0,107.0
2,7299,4400.0,187.0
2,7300,4828.0,172.0
1,7301,4743.0,153.0
3,7302,4400.0,163.0
2,7303,4828.0,274.0
3,7304,4743.0,108.0
3,7305,4399.0,153.0
0,7306,4828.0,215.0
2,7307,4743.0,107.0
3,7308,4395.0,108.0
3,7309,4737.0,153.0
2,7310,4285.0,22.0
3,7311,4737.0,108.0
2,7312,4737.0,108.0
3,7313,4737.0,153.0
2,7314,4386.0,274.0
2,7315,4737.0,66.0
3,7316,4385.0,199.0
2,7317,4737.0,108.0
3,7318,4826.0,199.0
3,7319,4283.0,199.0
3,7320,4737.0,153.0
1,7321,4384.0,22.0
1,7322,4384.0,102.0
2,7323,4737.0,353.0
2,7324,4737.0,165.0
1,7325,4384.0,353.0
2,7326,4282.0,199.0
3,7327,4282.0,199.0
3,7328,4384.0,153.0
2,7329,4737.0,224.0
3,7330,4384.0,153.0
2,7331,4737.0,153.0
3,7332,4280.0,215.0
3,7333,4384.0,215.0
3,7334,4384.0,199.0
3,7335,4378.0,66.0
2,7336,4278.0,193.0
0,7337,4372.0,22.0
3,7338,4371.0,199.0
1,7339,4826.0,66.0
2,7340,4737.0,199.0
2,7341,4370.0,199.0
3,7342,4359.0,199.0
3,7343,5873.0,199.0
1,7344,4278.0,153.0
0,7345,4358.0,108.0
1,7346,4264.0,153.0
2,7347,4737.0,66.0
1,7348,4354.0,199.0
2,7349,4354.0,259.0
2,7350,4737.0,150.0
2,7351,4737.0,107.0
0,7352,4351.0,187.0
3,7353,4254.0,199.0
2,7354,4345.0,274.0
3,7355,4737.0,199.0
3,7356,4249.0,199.0
3,7357,4826.0,108.0
3,7358,4737.0,274.0
3,7359,4996.0,108.0
1,7360,4737.0,196.0
0,7361,4345.0,140.0
2,7362,4244.0,150.0
3,7363,4233.0,108.0
3,7364,4736.0,22.0
3,7365,4733.0,224.0
2,7366,4826.0,60.0
2,7367,4733.0,22.0
1,7368,4233.0,196.0
3,7369,4817.0,108.0
3,7370,4731.0,150.0
3,7371,4343.0,196.0
1,7372,4232.0,36.0
0,7373,4727.0,36.0
2,7374,4812.0,22.0
1,7375,4228.0,108.0
3,7376,4341.0,372.0
0,7377,4339.0,108.0
2,7378,4727.0,196.0
3,7379,4338.0,22.0
3,7380,4332.0,224.0
2,7381,4727.0,36.0
